Alignement,AlphaGaitDmin,BasDeButte,BasDeButte2,Bip,c3d,CGR18,CGR28,ChuteGrille,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,DebutOrdre,DistanceDmin,DistanceRecul,Dmin,Engagement,EngagementDmin,FinMarkerVisible,FinOrdre,FinSignalSensix,FinSignalSonore,ForceGuidonMax,ForceUDepart,ForceUPiedArMax,ForceUPiedAvMax,Franchissement,GaitDown,HauteurFWDmin,HauteurFWRecul,ImpulsionParCoups,ImpulsionParCoupsPAr,ImpulsionParCoupsPAv,longueurManivelle,MasseRider,MoyennePuissanceBasDeButte,MoyennePuissanceButteTotale,MoyennePuissancePremCassure,PDenHaut,PGenHaut,PourcFuPremCassure,PremCassure,PuissanceMaxBasDeButte,PuissanceMaxPremCassure,Rate,RateForceDeveloppement,Recul,TailleRider,ThetaManivelleDepart,ThetaManivelleRecul,TimeToPeak,TpsBasDeButte,TpsDmin,TpsPassageGrille,TpsPremCassure,TpsReaction,TpsRecul,TpsTroism,TravailParCoups,TravailParCoupsPAr,TravailParCoupsPAv,Troism,VitesseBasDeButte,VitessePassageGrille,VitessePremCassure,VitesseTroism,VMaxBasDeButte,VMaxPremCassure
6318.0,73.56427639528695,6951.0,6969.0,6133.0,3.84290580767e-313,6355.0,6636.0,6241.0,6369.0,6489.0,6578.0,6654.0,6717.0,6773.0,6825.0,6873.0,6918.0,7222.0,7222.0,7471.0,7471.0,8128.0,8128.0,8486.0,8486.0,3852.0,9.34078477140798,14.799136686572089,6287.0,6297.0,13.56029305145229,6676.0,5442.0,8555.0,6916.0,,780.8900146484375,1977.3330078125,6318.0,6357.0,6342.0,11.34064856394779,5.049310391972152,61140.06846327186,-150.2820430338382,61290.35050630568,175.0,85.90000000000002,1644.773013809527,1465.697389317027,1337.549109591248,6489.0,6369.0,70.74729420682964,6605.0,3643.045546598078,3592.048122204425,300.0,3221.294854157162,6243.0,177.0,80.39764696051056,72.49082873200697,0.4566666666666667,2.364999999999998,0.1533333333333333,0.3866666666666667,1.213333333333333,6181.0,0.006666666666666667,0.8133333333333334,168007.0680739933,12674.71934244053,155332.3487315528,6485.0,12.8,4.969298568556495,7.526549007114892,7.1559024713477575,217.0506866053977,124.6592095466004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29720.689654505248,25656.42395114899,4064.265703356266,,,,,,6654.0,6578.0,,,,,,,,,,,,,,,,,,,225748.0229804826,196032.09410270178,29715.9288777808,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18745.00794567913,2613.588052819669,16131.41989285946,,,,,,6773.0,6717.0,,,,,,,,,,,,,,,,,,,196765.3015728223,27001.52125247314,169763.7803203491,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10561.59694055915,9111.675302934646,1449.921637624502,,,,,,6873.0,6825.0,,,,,,,,,,,,,,,,,,,130085.0347356118,111837.9273702995,18247.10736531233,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9081.518961717931,1290.637602617592,7790.881359100342,,,,,,7222.0,6918.0,,,,,,,,,,,,,,,,,,,132201.3068370515,18247.28140331446,113954.02543373712,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6617.9282805562025,6001.79309463501,616.1351859211921,,,,,,7471.0,7222.0,,,,,,,,,,,,,,,,,,,109830.17749772631,99684.3204746492,10145.85702307706,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466.320233513415,256.7649888053537,5209.555244708061,,,,,,8128.0,7471.0,,,,,,,,,,,,,,,,,,,97826.02574209984,4407.968315645073,93418.05742645476,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.254880702495,4047.137218952179,46.11766175031662,,,,,,8486.0,8128.0,,,,,,,,,,,,,,,,,,,81021.04754527977,80085.22223378286,935.8253114969324,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3148.648819959164,-757.9193145394325,3906.568134498596,,,,,,,8486.0,,,,,,,,,,,,,,,,,,,64486.76793976473,-16218.698049168392,80705.46598893311,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2830.3525448322303,39642.073047590246,-42472.425592422485,,,,,,,,,,,,,,,,,,,,,,,,,,-6618.382624575703,69908.34423035335,-76526.72685492906,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-280.1187347789295,1717.487099775951,-1997.605834554881,,,,,,,,,,,,,,,,,,,,,,,,,,161.7610818952941,-550.7500179503884,712.5110998456826,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2458.11760134697,60154.078904581074,-62612.19650592803,,,,,,,,,,,,,,,,,,,,,,,,,,149.48675285110969,13866.971602281392,-13717.48484943028,,,,,,,
