alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider
0.0291864887385621,-0.024707842498798985,0.2736900696663699,0.3737346378441139,3.6304085192229163e-06,1.572751240092041e-05,944.6441765317364,-86.06951634237774,-246.5866641466119,28.321510403899524,-0.8019935182938052,676.4386136906593,86.41904671616044,-246.5866641466119,676.4386136906593,-0.9386370095453234,0.9919370828282332,0.4550411257731454,76.2987210440684,-43.769132886023606,120.06785393009199,-2.7356364101977526,1.5693111486971458,-4.304947558894899,4.43654951743153,254.19556294962868,-8.129821096927643,-462.08756206884425,-0.03585428920384802,0.003333333333333334,1.421334041751796
0.02700575625114348,0.005384975742686039,0.2736675615792194,0.3736708765871505,3.8797130623435824e-06,1.494223697939834e-06,944.611943913545,-84.90296597093851,-250.59234251981582,27.605088730384498,-7.524022080806277,673.06310097116,86.11251146085701,-250.59234251981582,673.06310097116,-0.9420027443757948,0.9918536763481416,0.4472426599869571,74.9885596251136,-44.480140797267296,119.4687004223809,-1.9582065008059952,1.161527855734472,-3.1197343565404667,4.436814864810625,254.2107662345557,-8.129555749548548,-462.07235878391714,-0.02611340330572496,0.006666666666666667,1.979190316748228
0.030367834373327962,0.00211464595366806,0.2736400174800616,0.3736693359006058,-7.52485676519532e-06,-1.212270413047944e-05,936.9608998158974,-86.17992473713032,-244.1739411134265,29.38996438775576,-10.971251054199517,670.2959099073845,89.71566603498587,-244.1739411134265,670.2959099073845,-0.9369731167053912,0.9910309491476296,0.4547916235113828,75.63664946092756,-43.3408745476332,118.97752400856069,-1.423116592274272,0.8154660225169909,-2.238582614791263,4.4369278067379865,254.2172373303236,-8.129442807621187,-462.0658876881492,-0.01881517230624325,0.01,2.865237830388105
0.03248393861855947,0.00912515498092148,0.2736411101118421,0.3736308734795244,1.250303304625722e-05,1.586135024822521e-05,951.2880424553018,-86.08406726823117,-246.58727141466255,28.27195551696301,-5.203189664677148,683.0390181363432,87.03020505835647,-246.58727141466255,683.0390181363432,-0.9386393211231578,0.9919517615145508,0.4588008334417679,77.47018504309828,-43.76924067610261,121.2394257192009,-1.0250211712577642,0.5791182545636449,-1.6041394258214092,4.436708319381816,254.20466163115847,-8.129662294977358,-462.0784633873143,-0.013231169780832759,0.013333333333333329,3.866502017125816
0.02646725800379677,0.04086306640266457,0.273621940338837,0.3736913433130841,-5.7105723969275166e-06,1.027049698271165e-05,941.0835610460132,-86.0206027215247,-246.61740396937282,28.20220730290078,-5.277545000931699,673.1129067114323,84.17661341601892,-246.61740396937282,673.1129067114323,-0.9387540212880716,0.9922410432236604,0.453196209556578,75.70295173671558,-43.774589204563675,119.4775409412792,-0.5820431007763901,0.3365614820997776,-0.9186045828761676,4.436554229028902,254.1958329042728,-8.129816385330273,-462.08729211419995,-0.007688512632911008,0.01666666666666667,4.778453645216935
0.0245744412018776,0.04035050379343375,0.2736159997184186,0.3736425294758011,-1.550738161043563e-05,3.5328558818936723e-06,938.023657240392,-78.35571350567972,-238.46106234017682,29.3038376436546,-6.194642980721732,679.688113303018,87.41514271718857,-238.46106234017682,679.688113303018,-0.943617918771527,0.9917903320040116,0.4703794489159305,78.31780154590429,-42.32683856538139,120.64464011128572,-0.1811340654702992,0.09789386571785763,-0.2790279311881569,4.436417472069509,254.1879973076807,-8.129953142289663,-462.09512771079216,-0.002312808351293306,0.02,5.418952261638454
0.02687609711974156,0.07956489114616261,0.2735952069124861,0.3736217153769349,-8.228140581795218e-06,-8.344898747902896e-06,940.8727946755881,-85.991592994366,-246.6388206547565,28.1032135216804,-9.269658848992183,673.4020511214495,79.70180323231854,-246.6388206547565,673.4020511214495,-0.9388355443241712,0.9929757832763352,0.4535822832605555,75.75047340783802,-43.77839066621928,119.5288640740573,0.1071564442743761,-0.061928810062871424,0.1690852543372475,4.436757013437712,254.20745159504884,-8.129613600921461,-462.075673423424,0.001414597684392669,0.02333333333333333,5.660001039166577
0.02600154114534491,0.09870229776103656,0.273595182738946,0.3737147772340689,-1.663164340501289e-05,-1.5057746824198581e-05,939.218072271208,-87.16038224397194,-242.626173702843,28.885122725109444,-9.847595980462696,673.3159009444284,93.13498219448635,-242.626173702843,673.3159009444284,-0.9352639053357376,0.9904645812648836,0.4585620102050376,76.44742658538141,-43.06614583225464,119.51357241763607,0.2142502838026096,-0.1206964626407652,0.3349467464433749,4.4366381890230215,254.20064345758396,-8.129732425336151,-462.0824815608889,0.0028025833356642967,0.02666666666666667,5.448685533515052
0.02938125209245698,0.08830910612925891,0.2735890012857596,0.3737571482340518,-3.194300093295466e-05,-2.147509725713981e-05,942.5284828952176,-86.08427652722159,-246.5019737695978,28.034874296019073,-7.42118711839967,673.7866218138048,90.86734425284929,-246.5019737695978,673.7866218138048,-0.9386912780270948,0.9909694541284328,0.4533387115598808,75.84302502784676,-43.75410034410361,119.5971253719504,0.1728356659265579,-0.09970948636626767,0.2725451522928256,4.436590829032807,254.19792993002682,-8.129779785326368,-462.08519508844597,0.002278860394388265,0.03,4.760867123627909
0.0337755231064614,0.1403767432705081,0.2735759073328687,0.3737477459049237,-6.293587166011917e-05,-4.3826819148939926e-05,935.5755862063112,-85.71454791506261,-243.71007357550246,23.97074373740308,-8.227942343325804,670.3131461685822,88.05397220676487,-243.71007357550246,670.3131461685822,-0.9393203872942756,0.9914086190878908,0.4559792697487149,75.72204538527161,-43.25853805965169,118.98058344492331,0.04377814910078122,-0.025009608752929992,0.06878775785371123,4.43672341508109,254.20552655101585,-8.129647199278082,-462.0775984674571,0.0005781427175935256,0.03333333333333333,3.562478899000019
