Alignement,AlphaGaitDmin,BasDeButte,BasDeButte2,Bip,Braquet,c3d,CGR18,CGR28,ChuteGrille,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,DAlignementMin,DebutOrdre,DEpauleMin,DistanceDmin,DistanceRecul,Dmin,Engagement,EngagementDmin,FinDplcmt,FinMarker,FinOrdre,FinSignalSensix,FinSignalSonore,ForceGuidonMax,ForceUPiedArMax,ForceUPiedAvMax,Franchissement,GaitDown,HauteurFWDmin,HauteurFWRecul,ImpulsionParCoups,ImpulsionParCoupsPAr,ImpulsionParCoupsPAv,Intention,IntentionPAr,IntentionPAv,longueurManivelle,MasseBike,MasseRider,MoyennePuissanceBasDeButte,MoyennePuissanceButteTotale,MoyennePuissancePremCassure,PDenHaut,PGenHaut,PGenHaut,PourcFuPremCassure,PremCassure,PuissanceMaxBasDeButte,PuissanceMaxPremCassure,Rate,RateForceDeveloppement,Recul,TailleRider,ThetaManivelleDepart,ThetaManivelleRecul,TimeToPeak,TpsBasDeButte,TpsDAlignementMin,TpsDEpauleMin,TpsDmin,TpsPassageGrille,TpsPremCassure,TpsReaction,TpsRecul,TpsTroism,TravailParCoups,TravailParCoupsPAr,TravailParCoupsPAv,Troism,VitesseBasDeButte,VitessePassageGrille,VitessePremCassure,VitesseTroism,VMaxBasDeButte,VMaxPremCassure
7076.0,45.173051497143824,7744.0,7764.0,6941.0,2.6875,2.36883008724e-313,7141.0,7421.0,7049.0,7170.0,7286.0,7377.0,7451.0,-0.7540931022544808,4775.0,6.855972124262582,0.5154680712182808,16.22379268591622,7118.0,7077.0,16.02196237865242,7464.0,7464.0,6365.0,8795.0,7724.0,2258.206484211596,1906.193941081471,7118.0,7151.0,7151.0,13.98181254903807,12.85863599610801,64004.48184756713,-1373.606085775068,65378.08793334223,81.77370178192328,34.413482413422216,47.36021936850107,175.0,9.7,95.6,,1474.697846799714,1431.977702175526,7170.0,7286.0,7451.0,63.41164324579412,7403.0,,4167.734276819241,300.0,5180.324993193293,7047.0,187.0,77.93410292993927,71.81607610886363,0.4733333333333333,2.317499999999999,0.09,0.09333333333333334,0.23,0.34,1.18,6976.0,-0.006666666666666667,0.77,212612.8140909538,14540.2606069452,198072.5534840086,7280.0,15.58441558441509,0.005495507578514568,0.00869700739809779,0.007371187532675113,,132.4823291714688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24489.357729700143,20894.03198896667,3595.325740733474,,,,,,,,,,7377.0,,,,,,,,,,,,,,,,,,,,,,,187616.466180101,163070.0596948598,24546.40648524126,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23420.95811923603,2181.310148321252,21239.64797091478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241913.9255061596,21536.43207371917,220377.4934324406,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8725.422401799215,7103.9833427917565,1621.4390590074609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119903.6255329189,98259.9553157004,21643.670217218518,,,,,,,
