alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider,Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
0.09861111363023604+0i,-0.020193375571381008,0.26508654535757603,0.4576088387228688,-2.9475710475818102e-05,7.278924302134282e-06,793.8794343342537,26.50399971008301,-252.25799560546884,37.58700180053711,-395.364990234375,363.1189880371094,26.41399955749512,-252.25799560546884,363.1189880371094,-0.984000027179718,0.6759999990463257,0.1396446206275749,19.95497863769531,-45.40643920898437,65.36141784667969,2.437017715123161,-5.545297679443568,7.982315394566728,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.1221257992488947,0.003333333333333334,2.487534700901191,0.0,0.0,0.0,0.0,0.0,0.0
0.09654784090390853+0i,0.03074849379834177,0.2650829433767007,0.4576807416584378,-3.381968358856513e-05,3.755641071467863e-07,789.441934644829,24.15099906921387,-242.1230010986328,32.14400100708008,-400.5350036621094,367.2869873046875,24.73299980163574,-242.1230010986328,367.2869873046875,-0.9860000014305116,0.675000011920929,0.1585474253560727,22.52951751708984,-43.58214019775391,66.11165771484374,2.54668622331262,-4.926427560639376,7.473113783951995,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.1130377613005171,0.006666666666666667,2.1014736874327578,19.87551040649414,-45.278999176025394,65.15450958251952,2.317806795207012,-5.279969010487892,7.597775805694902
0.09447022992350018+0i,0.004758895631653104,0.2650642393466682,0.457639969226409,-1.7224411022503938e-05,3.4770464390071476e-05,794.1001064378868,26.34099960327148,-249.02099609375,32.65499877929688,-399.5350036621094,364.7000122070312,25.7549991607666,-249.02099609375,364.7000122070312,-0.9860000014305116,0.6729999780654907,0.1456730897974379,20.82222290039062,-44.823779296875,65.64600219726563,1.8884781446246808,-4.065306954332945,5.953785098957626,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.09069531882637052,0.01,1.687893517911979,41.11775848388672,-89.77328887939453,130.89104736328122,4.809658764424904,-10.515831630529359,15.325490394954267
0.09317495526374581+0i,0.002445277809584923,0.2651142281480947,0.4577719662526378,-1.48441913213615e-05,1.7348788444115908e-05,789.6402075013917,25.17200088500977,-245.5950012207031,34.95700073242188,-397.4410095214844,364.7300109863281,30.5359992980957,-245.5950012207031,364.7300109863281,-0.9850000143051147,0.675000011920929,0.1508725222371798,21.4443017578125,-44.20710021972656,65.65140197753907,1.4434639160789349,-2.975678794410407,4.419142710489342,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.0673122367135623,0.013333333333333329,1.237365634045411,62.79362869262695,-133.976248626709,196.7698773193359,7.027240948393552,-15.01169888801552,22.038939836409078
0.08406729262299509+0i,0.053769208848223116,0.2650778968114842,0.4577778357731599,-5.891149695386177e-05,2.90769027080362e-05,788.9584091753934,24.15099906921387,-242.1230010986328,32.14400100708008,-399.1189880371094,367.31298828125,34.62799835205078,-242.1230010986328,367.31298828125,-0.9860000014305116,0.6759999990463257,0.1586775496993102,22.53419769287109,-43.58214019775391,66.116337890625,1.113847723349997,-2.154231018100365,3.268078741450364,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.049429215920226616,0.01666666666666667,0.7260079096318613,83.92689102172852,-178.4916883850098,262.41857940673833,8.693211978745362,-18.5321917623872,27.22540374113256
0.09126243928713092+0i,0.01991455666336606,0.2650575564350633,0.4578198762962064,-4.9171108452122914e-05,3.76753456443335e-05,787.4765411374153,21.43600082397461,-240.25799560546884,32.18000030517578,-404.6159973144531,362.8450012207031,26.52700042724609,-240.25799560546884,362.8450012207031,-0.9869999885559082,0.6669999957084656,0.1556706761552187,22.065661010742197,-43.246439208984384,65.31210021972656,0.8362344692949871,-1.6389340488470858,2.4751685181420733,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.03789754899651022,0.02,0.2381749495090087,105.91614074707027,-222.38630859375,328.3024493408203,9.971867798459828,-21.09714666864259,31.06901446710241
0.09627317400506585+0i,0.018812821504695883,0.2650316505806146,0.4578051083178835,-4.356133735855527e-05,5.8847340390189025e-05,789.9138654581592,22.01600074768066,-240.2409973144531,29.90099906921387,-403.3779907226562,368.0570068359375,28.854999542236328,-240.2409973144531,368.0570068359375,-0.9879999756813048,0.6729999780654907,0.1618100594390119,23.00688171386719,-43.24337951660157,66.25026123046875,0.7499201732134004,-1.409538374680143,2.159458547893544,6.144000053405763,82.02527238830254,4.573203726610863,262.0252723883024,0.03259547219566887,0.02333333333333333,-0.0906513459878774,128.216070098877,-265.8005982971191,394.0166683959961,10.946908894782322,-22.99372920211631,33.940638096898624
0.08702597937940447+0i,0.01321160796516097,0.2649525736091161,0.4577629502701331,-5.705957286153418e-05,8.077027089303801e-05,796.8173316377623,21.43600082397461,-240.25799560546884,32.18000030517578,-405.4989929199219,375.447998046875,30.59499931335449,-240.25799560546884,375.447998046875,-0.9869999885559082,0.6779999732971191,0.1696624773002106,24.33420043945312,-43.246439208984384,67.5806396484375,0.8398068266354403,-1.492494276347625,2.332301102983065,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.03451137951809826,0.02666666666666667,-0.2613803519890267,150.7523414611817,-309.0455076599121,459.7978491210938,11.73998621603651,-24.517965413879928,36.25795162991644
0.09116537878299213+0i,0.028829115908251882,0.2649291729055451,0.4577680047505308,-4.8482296499369186e-05,8.363690958784753e-05,796.8173316377623,21.43600082397461,-240.25799560546884,32.18000030517578,-405.4989929199219,375.447998046875,30.59499931335449,-240.25799560546884,375.447998046875,-0.9869999885559082,0.6779999732971191,0.1696624773002106,24.33420043945312,-43.246439208984384,67.5806396484375,1.02384514589138,-1.819564894740399,2.8434100406317784,6.14300012588501,81.96798076154448,4.572203799090111,261.9679807615444,0.042074328615762366,0.03,-0.3797887660703393,174.4228825378418,-352.290417022705,526.7132995605468,12.53484971596093,-25.968981739393808,38.50383145535474
0.08759768167564531+0i,0.02015990614086149,0.2649106567338482,0.4578278691504216,-5.2131132093430343e-05,9.757616510133738e-05,796.944001369558,20.89599990844727,-236.7449951171875,29.368000030517567,-409.6700134277344,376.8900146484375,29.97200012207031,-236.7449951171875,376.8900146484375,-0.9890000224113464,0.6759999990463257,0.1758530326979174,25.226103515625,-42.61409912109375,67.84020263671874,1.2560965291951578,-2.121906063202725,3.3780025923978836,6.144000053405763,82.02527238830254,4.573203726610863,262.0252723883024,0.04979352155663413,0.03333333333333333,-0.5074339290825792,198.7570829772949,-395.5368562316894,594.2939392089844,13.466675702224341,-27.62501132493782,41.09168702716217
0.08844859174466907+0i,0.01979264901962097,0.264872791923046,0.4578652773490499,-7.3392305610126e-05,9.777059078397432e-05,783.9776958267183,19.53700065612793,-230.0879974365234,26.73800086975098,-407.4249877929688,370.2210083007812,33.38199996948242,-230.0879974365234,370.2210083007812,-0.9900000095367432,0.6710000038146973,0.17874617047170602,25.22394195556641,-41.41583953857422,66.63978149414062,1.3546070556092351,-2.224164190980148,3.578771246589384,6.144000053405763,82.02527238830254,4.573203726610863,262.0252723883024,0.05370322600628651,0.03666666666666667,-0.6248983287643104,223.537234954834,-438.46712539672853,662.0043603515627,14.606646539767606,-29.595746803909392,44.202393343676995
0.0949306259594565+0i,0.03553648500036388,0.2648279651866716,0.4566385269140485,-5.3957644971958096e-05,-0.0001021588525436379,787.696049630144,16.319999694824222,-228.281005859375,26.77400016784668,-412.6950073242188,373.5339965820312,26.58699989318848,-228.281005859375,373.5339965820312,-0.99099999666214,0.6700000166893005,0.1844023348737861,26.14553833007812,-41.0905810546875,67.23611938476563,1.39707135800517,-2.1956508659549265,3.592722223960098,6.144000053405763,82.02527238830254,4.573203726610863,262.0252723883024,0.05343440782773876,0.04,-0.6491426723146533,248.7622576904297,-480.4820947265625,729.2443524169922,15.911998332169812,-31.76878193100082,47.68078026317063
0.09192233992804351+0i,-0.0003009680694390227,0.2647593970510924,0.4566977245959958,-4.007413867651577e-05,-7.356880827560919e-05,793.7870775115863,20.57200050354004,-233.5570068359375,29.54999923706055,-409.6700134277344,376.8900146484375,29.97200012207031,-233.5570068359375,376.8900146484375,-0.9879999756813048,0.6759999990463257,0.1805685830283725,25.79994140625,-42.04026123046875,67.84020263671874,1.2705932392247319,-2.07039507778631,3.3409883170110413,6.144000053405763,82.02527238830254,4.573203726610863,262.0252723883024,0.04924791181568081,0.04333333333333333,-0.4711539879166149,274.44699783325194,-521.7353050231933,796.1823028564453,17.28783753897701,-33.97868945946836,51.26652699844536
