alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider,Impulsion,ImpulsionPAr,ImpulsionPAv,TravailPAr,TravailPAv
0.1482316708950166+0i,-113.6820453481632,0.1786467469615095,0.2469170649387384,0.1127053787189219,0.03960719537667606,2178.380663356179,-129.6301516374767,52.195599981217356,-52.844906218112214,386.20528779598123,1743.816615055647,962.654523075396,52.195599981217356,1743.816615055647,0.3493635922762204,0.8594553499972212,0.8244712438228272,318.7921681690435,9.26471899666608,309.5274491723774,-312.8852130996167,-9.093051420393778,-303.7921616792229,4.379965934620913,250.95356246485144,-8.18640467973826,-465.3295625536214,-0.9814708275195312,0.3266666666666667,-1242.240316820687,10426.68800936392,-6592.979477464843,17019.66748682876,1300.390505674346,-7650.286032447534
0.1482661553580877+0i,-117.7436094207032,0.1740156242948799,0.2403715514680237,0.1167587454242243,0.04249049673079292,2214.216813406715,-109.7590208016066,85.2049714841452,-57.98221286721918,419.82485866771583,1753.615056172912,1003.6200394666099,85.2049714841452,1753.615056172912,0.5659134682934658,0.8497617462192195,0.8304606922516835,326.3905549091276,15.12388243843577,311.2666724706918,-284.619754861012,-13.18835869307803,-271.43139616793394,4.377438892340843,250.8087736075521,-8.18893172201833,-465.47435141092063,-0.8720220318270384,0.33,-1200.681527240426,10742.70825856159,-6585.8053679895165,17328.513626551103,1293.0230993574949,-7973.185595383457
0.1493581579783472+0i,-121.34640488495992,0.16940371467516596,0.2332831444786411,0.1206364634383714,0.04529755484361675,2245.4912397044172,-101.11635948471519,107.1378991003026,-50.17508698012006,456.5389123231265,1758.571613747751,1032.724347908398,107.1378991003026,1758.571613747751,0.6884157444987241,0.8414775503008924,0.8308692012949669,331.1634385305296,19.0169770903037,312.14646144022583,-267.7714215809731,-15.37670647532541,-252.3947151056477,4.377850560742059,250.83236046950068,-8.188520053617115,-465.4507645489721,-0.8085778513750022,0.3333333333333333,-1158.388670839646,11065.29962010068,-6573.611067271965,17638.91068737264,1281.882394300759,-8260.797374307036
0.16664211008255+0i,-125.3665371759037,0.1647100132545787,0.2271269189722389,0.1244078376643515,0.04834729337113314,2288.694243647594,-98.37987632175728,124.1560618341078,-53.35218217254579,496.42170493485224,1767.555545031778,1063.134271526959,124.1560618341078,1767.555545031778,0.7427735212421216,0.8331465142263277,0.8265462335637199,335.7788102186947,22.037700975554127,313.7411092431406,-265.8154630348467,-17.445894472093382,-248.36956856275341,4.374820610524909,250.65875710992333,-8.191550003834267,-465.6243679085495,-0.7916385875026467,0.3366666666666667,-1114.549420798238,11394.07661682051,-6556.540637507595,17950.6172543281,1267.599861716557,-8522.710429943827
0.2163344441535492+0i,-129.0855112072907,0.1598710388810062,0.2207512394227224,0.1279674220813901,0.05142777627203987,2324.142135389938,-90.61469248391792,147.2044160786735,-53.2164525911285,529.0441240307625,1765.2243196410418,1094.409536481342,147.2044160786735,1765.2243196410418,0.8138910477969216,0.8236099300236817,0.8228536054654221,339.45610059024966,26.12878385396454,313.3273167362851,-270.8455102424016,-20.847655359957088,-249.9978548824445,4.3717379425005,250.48213324248482,-8.194632671858674,-465.800991775988,-0.7978808151376651,0.34,-1067.833350872476,11727.54774119512,-6536.013298474667,18263.56103966978,1251.188561242848,-8773.092571778028
0.2200950787058066+0i,-132.5709510911484,0.1550345934054571,0.2145931458757611,0.1313606763731725,0.05444503001877121,2361.3327783624977,-77.9165724147295,167.2715466731811,-61.62934255448266,561.8117004047875,1763.509105396861,1126.658496038616,167.2715466731811,1763.509105396861,0.8597956053058191,0.8138829257942688,0.8176656292422159,342.71356574243237,29.69069953448965,313.0228662079428,-273.7702699345564,-23.717855488136678,-250.05241444641968,4.369124300574601,250.33238259097232,-8.197246313784571,-465.95074242750053,-0.79883114443246,0.3433333333333333,-1018.3288033862399,12065.16519659959,-6511.930056059909,18577.09525265949,1232.041786326823,-9022.276283500627
0.2160190061223982+0i,-135.89098691012381,0.1500791175890978,0.208506952516845,0.134578039228679,0.05757904537241315,2402.04754808383,-73.53105307265449,183.77383751508134,-65.33372770792056,590.3965616219704,1757.1876140844079,1172.871764817399,183.77383751508134,1757.1876140844079,0.8816538618343366,0.8010500090911341,0.8080445589629729,344.52065765890933,32.61985615892693,311.9008014999824,-266.6714753219503,-25.248950892526842,-241.42252442942348,4.365267308383181,250.11139321678908,-8.201103305975991,-466.1717318016837,-0.7740362425116663,0.3466666666666667,-967.5150125607963,12406.25002976593,-6484.020314365681,18890.2703441316,1209.759030902776,-9272.30141816506
0.2081396293972651+0i,-138.7724757381769,0.1453159854134583,0.2012431284407779,0.1377272059527752,0.06056934934627468,2438.799601380917,-59.19466632614831,202.8198890519191,-66.87575924414267,626.2580018931387,1746.448783784667,1213.933430213391,202.8198890519191,1746.448783784667,0.9151988778481872,0.7876868432993408,0.7992738196827878,345.99518942849403,36.00053030671564,309.9946591217783,-247.531418885266,-25.755451577701805,-221.7759673075642,4.362609078472237,249.95908786191646,-8.203761535886937,-466.3240371565563,-0.7154186718437677,0.35,-916.5210200351836,12749.867141466599,-6452.865036518972,19202.73217798557,1185.275627712444,-9518.03888760298
0.2027044073019176+0i,-141.8323799794403,0.1405379723210253,0.1953052026626939,0.1406371777171685,0.0638374063344661,2481.94047456802,-51.691126174371654,213.26513999535894,-74.30652190857442,666.9898234255321,1734.3882252580054,1269.13195582451,213.26513999535894,1734.3882252580054,0.9205174343446624,0.7707498580065122,0.7847300872887982,345.708472332472,37.85456234917621,307.8539099832958,-216.28736333854613,-23.683143851227175,-192.604219487319,4.36057430349326,249.84250384336238,-8.205796310865912,-466.4406211751104,-0.6256351251077815,0.3533333333333333,-864.8110892127843,13095.125065010301,-6418.554843286152,19513.67990829645,1159.77342647733,-9749.638133471475
0.1947293708871979+0i,-144.68755843812852,0.1357399728210239,0.1894338722448753,0.1433844194762762,0.06711083915947991,2512.005996234859,-49.877417449378605,230.88795715037602,-62.904133082592146,699.766912445665,1707.8758788517664,1317.313085637184,230.88795715037602,1707.8758788517664,0.9445349321787216,0.7531778731936211,0.7717990478159985,344.13058089038043,40.982612394191726,303.14796849618864,-176.36051754473183,-21.00282605944025,-155.3576914852915,4.3584436600707415,249.72042696760468,-8.207926954288432,-466.5626980508682,-0.5124813874094781,0.3566666666666667,-810.7135691134711,13440.976895890792,-6381.627296958206,19822.604192848983,1135.054128762865,-9956.828226868916
0.1993804503043186+0i,-147.27275364993181,0.1309782930200094,0.1836525983618491,0.1458941743427289,0.07036902177529569,2551.5095525768547,-44.22104326600497,250.2018763906081,-70.46360891904828,725.7908490962371,1689.265932598011,1361.550735608108,250.2018763906081,1689.265932598011,0.9489223674495262,0.7383671437565655,0.7601256311307496,344.25553609547984,44.41083305933293,299.8447030361469,-132.7350336694689,-17.12353993861342,-115.6114937308555,4.356699733043625,249.62050730917218,-8.209670881315548,-466.66261770930083,-0.3855712392455314,0.36,-752.7843797182477,13785.89642250221,-6342.208709586522,20128.10513208872,1112.711143807531,-10130.80918235522
0.2002362647322292+0i,-149.6456564845536,0.1264193228720961,0.1779494656121478,0.1481954346322355,0.07373039922286118,2583.2440690105577,-36.099724506263726,260.6389475236444,-65.71058460520135,751.4725397252192,1681.8265906821591,1397.232811023856,260.6389475236444,1681.8265906821591,0.96103002586761,0.7274222707190005,0.7519481265855816,344.78763303153016,46.26341318544688,298.52421984608327,-87.8216804651906,-11.78386432911837,-76.03781613607224,4.356420865752321,249.60452939033613,-8.209949748606851,-466.6785956281366,-0.254712385397998,0.3633333333333333,-689.9383843370567,14130.089480995142,-6299.511986859759,20429.60146785489,1093.6479608085049,-10266.2937749633
0.1975074593112252+0i,-151.7446059322027,0.1218698327490707,0.1724628862456938,0.1502528303261001,0.07701039892242799,2619.980102014246,-29.93301533641104,279.52001063641535,-62.621918847517726,784.2789373465953,1665.396788362477,1431.590511351726,279.52001063641535,1665.396788362477,0.970526770611466,0.714158279035668,0.7423402939219409,345.22273182230333,49.614801887963715,295.60792993433967,-44.014146047981995,-6.325635409091697,-37.68851063889032,4.35546849369404,249.5499624908705,-8.210902120665134,-466.7331625276023,-0.1274949242642499,0.3666666666666666,-620.778084140886,14474.61106555865,-6254.174863737369,20728.78592929601,1079.194258674639,-10362.118429896758
0.1989293255626373+0i,-154.0820637827284,0.1172307822631638,0.16811822239922594,0.1520762261592994,0.08041616511910782,2657.430508914561,-16.20811054773446,305.3268542884812,-49.2006674914689,807.7091663692336,1656.515071955462,1454.458391730062,305.3268542884812,1656.515071955462,0.9859112457149588,0.7055784342848349,0.7382476868775268,348.2269419083001,54.1955166362054,294.0314252720946,-3.5847367992313184,-0.5579024465324636,-3.0268343526988546,4.354665400388314,249.50394863389732,-8.211705213970857,-466.7791763845755,-0.010294254601860479,0.37,-544.2256209890033,14819.616247985568,-6206.235756200664,21025.852004186218,1070.139508805534,-10418.98159328424
0.2021895635255483+0i,-155.5919597554778,0.1129096045192838,0.1625835080405967,0.1536823046876134,0.08360707772849907,2679.370408448484,-11.79498503579472,313.3524059760603,-48.13569968803225,822.5096633214723,1654.433304958673,1471.717878381001,313.3524059760603,1654.433304958673,0.9877226091312046,0.7004009876882625,0.7344209313986558,349.2819636909151,55.62005206075072,293.66191163016435,31.436889450106268,5.006045572368199,26.43084387773806,4.355945178537437,249.57727452055494,-8.210425435821737,-466.70585049791777,0.09000433093626684,0.3733333333333334,-460.986242780989,15166.341084850868,-6154.330596938579,21320.67168178944,1066.697739877722,-10439.33926578004
0.2068810218918465+0i,-156.99542126638718,0.1086305082297791,0.1574799856333877,0.1550523291808922,0.08680234925280789,2691.965935524559,-3.8218667488855695,321.8345430630057,-48.785291134077504,830.5608500534971,1638.240382402319,1492.092294588825,321.8345430630057,1638.240382402319,0.9886371308348442,0.692282773072647,0.7281202557577622,347.9132992700952,57.12563139368351,290.7876678764117,58.98659767131372,9.685305628753856,49.30129204255987,4.356140886366181,249.58848775315968,-8.210229727992992,-466.69463726531313,0.169543957632734,0.3766666666666666,-373.3519403629435,15515.09553765048,-6099.422812590101,21614.518350240567,1068.92181144064,-10427.63726101752
0.2067337634194025+0i,-158.08805411440952,0.1045172193637519,0.1526823781263556,0.1561184391157458,0.09002286846986585,2691.704319630397,2.413140428351647,329.44107425968934,-39.52444876591262,849.9393673618393,1610.210048059512,1501.305047152171,329.44107425968934,1610.210048059512,0.9928536041056658,0.6823236231252503,0.7206033397403543,344.2880742116584,58.47579068109486,285.8122835305635,79.87922661578003,13.567129637143633,66.3120969786364,4.357368825230532,249.65884346758708,-8.20900178912864,-466.6242815508857,0.2320127608215456,0.38,-283.7509801503259,15863.693169130982,-6043.049970862885,21906.74313999385,1076.267487041201,-10389.771193057371
0.1643961163953436+0i,-158.8770907256551,0.1005048841830828,0.1480185795975484,0.1569715502838973,0.09326312947646996,2715.519330038063,-6.68914104487841,338.2779258735774,-39.42384878664906,875.6199888991188,1604.599459913155,1516.124862708251,338.2779258735774,1604.599459913155,0.9930857600366964,0.6756532039905918,0.7154717568368404,344.86073597714517,60.04433184256,284.8164041345851,100.37117353129808,17.47580812255718,82.89536540874094,4.359130129290365,249.7597587566548,-8.207240485068807,-466.523366261818,0.2910484234944914,0.3833333333333334,-194.17528260570907,16209.79385587186,-5985.249259825496,22195.04311569734,1087.893704674149,-10331.96449854677
0.1565787006875728+0i,-159.3101550614257,0.09668396954137083,0.1435524811106055,0.1574663951102092,0.09626169305243992,2729.995212486127,-5.374177432241032,343.3036919428743,-38.54514538182933,887.0939781710538,1603.906472431311,1525.238801388924,343.3036919428743,1603.906472431311,0.993635673803832,0.6726405662377534,0.7132650473042104,345.62980417641785,60.93640531986019,284.6933988565577,127.54477429600279,22.4868340895863,105.05794020641649,4.3596379878591796,249.78885690923752,-8.206732626499992,-466.4942681092353,0.3690213423576771,0.3866666666666667,-106.2282041998205,16554.36826096626,-5925.98919856367,22480.35745952992,1103.415173554,-10257.36076735308
0.142522403108766+0i,-159.5610426365153,0.09297388828616948,0.1392749926004252,0.1577680143928355,0.099142243896378,2750.663259860216,-4.175233982716303,348.7131544367141,-43.43213480356777,913.7684685885498,1594.6391706632294,1542.226442160837,348.7131544367141,1594.6391706632294,0.9922627342393888,0.6646459568238299,0.7065031745102454,344.9450377052397,61.896584912516744,283.0484527927232,167.1829026498743,29.99912913265769,137.1837735172166,4.3589715474054,249.7506726839391,-8.207399066953773,-466.5324523345337,0.4846653361418533,0.39,-21.0838367544243,16899.61353104304,-5865.498829982457,22765.112361025487,1123.396494660072,-10163.3841145455
0.1384899927202921+0i,-159.52740474705567,0.08939247524551422,0.1351384537535036,0.15784215225776999,0.1020132786379009,2774.621133885747,-1.3645236037370618,355.5151288224113,-37.53776928174563,939.8333460053692,1588.1261274182168,1561.112524763497,355.5151288224113,1588.1261274182168,0.9944646309895172,0.6570304468342394,0.7005069025473167,344.9963229827115,63.103935365978025,281.89238761673363,219.2589381566256,40.10507051851107,179.15386763811455,4.360103566900825,249.8155326233535,-8.206267047458347,-466.4675923951193,0.635539927675151,0.3933333333333333,60.24585485584242,17244.90095198387,-5804.082334866271,23048.983286850133,1149.639476271194,-10042.26325768369
0.1384902253419363+0i,-159.1154876380297,0.0859563555177554,0.1305895331541897,0.1577637840425397,0.104741739384715,2784.619517077373,2.717555462576168,363.0110602403681,-35.42482828312504,941.7076392250218,1583.52832894934,1568.889625247374,363.0110602403681,1583.52832894934,0.9952445939466223,0.6543846356890279,0.6990324449182627,345.5107415811731,64.43446319266535,281.07627838850783,275.0360635580319,51.29160683365345,223.7444567243784,4.36291629597251,249.9766901280748,-8.203454318386662,-466.306434890398,0.7960275339035033,0.3966666666666667,136.7108334249599,17589.87163232785,-5741.582074727022,23331.453707054858,1184.691576096778,-9884.094437106021
0.1439698598364675+0i,-158.51247460739768,0.08261430803185378,0.1266506710505715,0.1575203739688976,0.1073095840433625,2811.830312871412,15.907378227046587,367.1141762688536,-39.117693711342646,966.4066989826164,1588.276183998086,1583.7435530417608,367.1141762688536,1588.276183998086,0.9934492153558798,0.6503210826176411,0.6954154919363236,347.0817889473818,65.16276628772151,281.9190226596602,324.5912247453847,60.94028206226447,263.6509426831202,4.367095192125019,250.21612324063702,-8.199275422234154,-466.06700177783586,0.9352009672699748,0.4,207.65185554591181,17935.12516460979,-5677.8128754477,23612.93804005748,1230.38991477286,-9682.645274924771
0.1623551003804876+0i,-157.69799775433918,0.07930472668006308,0.1229942860385991,0.1571422779751685,0.1097429324606869,2826.740173792257,7.053646540724974,365.73945493541356,-34.22707660054903,982.6723550070096,1586.2532565028714,1602.0249887096109,365.73945493541356,1586.2532565028714,0.9954661369538952,0.6449927668382817,0.6905455016827949,346.4787062802956,64.91875325103591,281.5599530292597,359.16749468141387,67.29621630528901,291.871278376125,4.371455254248783,250.4659363987435,-8.19491536011039,-465.81718861972917,1.0366221305122671,0.4033333333333333,273.2080043314699,18281.42142987407,-5613.014260707509,23894.435690581566,1286.50585922082,-9438.947575221024
0.2087633849411261+0i,-156.6726396082513,0.07617413463396973,0.1195561483349874,0.1567058821762478,0.1121476681994328,2838.289084260471,9.062193724765633,367.6175652676328,-39.899188054564384,997.6675591213506,1580.8997611127152,1611.9621273795779,367.6175652676328,1580.8997611127152,0.9938632472545176,0.6404548409185501,0.6865112286080058,345.8618254325117,65.25211783500481,280.6097075975069,381.56591547554984,71.98823994899209,309.5776755265578,4.374592819149506,250.64570562550333,-8.191777795209667,-465.6374193929695,1.1032322373201762,0.4066666666666667,334.2343523315675,18628.2016774879,-5547.9735009381275,24176.17517842603,1350.624108404596,-9161.186464691402
0.2908515676450302+0i,-155.3695502886166,0.07302012968500449,0.1160836265745192,0.1561931696291241,0.1144928281495097,2841.001392908973,5.034752920231103,364.389939873842,-42.529631367512295,1007.266282499535,1574.507941199556,1620.964820716622,364.389939873842,1574.507941199556,0.9931641334798598,0.6363953702657541,0.6824698804839766,344.1543738905281,64.67921432760694,279.4751595629211,395.2160647982994,74.27557660195156,320.9404881963478,4.3783933846871745,250.86346199057462,-8.187977229671997,-465.4196630278981,1.1483685659157519,0.41,392.20410669854783,18974.371943344308,-5482.888065395108,24457.26000873941,1420.2663365317374,-8860.46198774006
0.3927712939387753+0i,-154.1076613978722,0.06993153935051298,0.1127940472017099,0.1557804972201074,0.1167444643728001,2859.343391183335,7.14097128967008,365.62774218177987,-46.8758340775033,1022.420206819335,1576.1785592935098,1635.137497025415,365.62774218177987,1576.1785592935098,0.9916954351106791,0.6328372623514423,0.6791091645245435,344.6706185118638,64.89892423726593,279.771694274598,408.81781056943197,76.97736531632228,331.84044525310964,4.382264997136465,251.0852890438292,-8.184105617222707,-465.1978359746436,1.186111576131808,0.4133333333333333,448.9666611646463,19319.38004300583,-5417.922399313802,24737.30244231962,1493.3982448072088,-8545.202905878607
0.5254429158158478+0i,-152.5289716977168,0.06690325210110508,0.1097717690142102,0.1552027437453954,0.1190737733470976,2870.907174116358,11.416879818357039,363.4219994500718,-45.32115619434075,1040.733117076904,1570.426329332873,1650.186994395256,363.4219994500718,1570.426329332873,0.9918318501923497,0.6270437985840078,0.673601830884054,343.2580783589727,64.50740490238775,278.7506734565849,421.3465121185052,79.182317256385,342.16419486212015,4.3857022999689885,251.28223198904118,-8.180668314390184,-465.0008930294316,1.2274919038551202,0.4166666666666667,505.98297319919317,19663.792539207017,-5353.1333300313645,25016.925869238374,1569.0247157663446,-8218.812439153879
0.6685155574625571+0i,-150.72882961028918,0.06382342967912844,0.1068092664858623,0.1545195302525592,0.1212924036387573,2877.86287029492,1.042433127137941,356.3890813334449,-46.228395780007276,1065.479246299946,1564.304176828367,1661.4695296762632,356.3890813334449,1564.304176828367,0.9916877558586192,0.6211286565249537,0.6674026333871081,340.9230533237215,63.25906193668648,277.6639913870351,436.40313204826464,80.97561162398598,355.4275204242787,4.390380897483395,251.55029588065707,-8.175989716875778,-464.7328291378157,1.280063427197692,0.42,563.8269668933448,20007.75688764244,-5288.430165461538,25296.18705310397,1647.104557052699,-7881.810119096263
0.8348044884778435+0i,-148.80992934010348,0.06092179533225842,0.1040452499109047,0.1537876460525777,0.1235031846443411,2895.021970651171,-9.392261215907537,349.1741978144003,-52.27635164385157,1083.583317149014,1572.024562878579,1677.942880754958,349.1741978144003,1572.024562878579,0.9886280241683576,0.6184614080068629,0.6636214785827163,341.0127800230038,61.978420112056035,279.03435991094767,459.77309963650384,83.56288090895355,376.2102187275503,4.394127481743967,251.764959346378,-8.172243132615206,-464.5181656720948,1.348257679977533,0.4233333333333333,622.4292432449204,20349.84745348379,-5224.546932042002,25574.394385525786,1727.1835214928851,-7533.014261453064
1.031194888256661+0i,-146.58913978914268,0.058038706919005714,0.1013881293772936,0.1529096185673548,0.1256727269570009,2917.686798023517,-16.35954665532948,360.9000796997153,-56.18741819808315,1080.383094927015,1566.6071155263821,1700.467747415025,360.9000796997153,1566.6071155263821,0.9871070924295492,0.6138567281602594,0.6606285487982531,342.1325271526323,64.05976414669948,278.0727630059329,490.12817452485086,91.76998025594696,398.358194268904,4.398521350102669,252.0167094590677,-8.167849264256503,-464.2664155594051,1.4325681881342858,0.4266666666666667,681.4633478605608,20690.81537015715,-5161.928191017631,25852.74356117478,1809.452767759354,-7167.19539187715
1.242094620927776+0i,-144.1996036554438,0.05484327183210954,0.09799707531208147,0.1520541110416837,0.1278500779552192,2929.3000822504773,-20.4258376667773,362.82309978854585,-57.69627681173116,1087.595650636719,1562.316451077618,1713.7155276574695,362.82309978854585,1562.316451077618,0.9860682266865336,0.6099580163953788,0.6572012073912028,341.71227027874403,64.4011002124669,277.3111700662771,522.6750677370234,98.50641122261105,424.16865651441213,4.403860660982547,252.32262943799304,-8.162509953376626,-463.9604955804798,1.52957652738271,0.43,740.6441631834374,21032.388023744967,-5098.9090988882535,26131.29712263322,1897.119198341805,-6779.9111853789245
1.487743633351045+0i,-141.6917272045959,0.05203199288776904,0.09534153976501493,0.151224251461368,0.1300254503510693,2950.172874793923,-26.949914765302147,369.620665192347,-56.049494977348736,1100.71403775136,1563.7451069525312,1724.990199784991,369.620665192347,1563.7451069525312,0.986138109052586,0.6071955780480633,0.6553398238670771,343.17242455571585,65.60766807164158,277.56475648407434,561.159339188439,107.2823835086421,453.876955679797,4.4092306723630115,252.63030842603092,-8.15713994199616,-463.6528165924418,1.635211045627974,0.4333333333333333,799.8158759722023,21374.31042246065,-5034.67866670867,26408.98908916932,1992.257394081083,-6368.647759987264
1.757369492286203+0i,-138.93210244493108,0.04945758314788089,0.09294970240026668,0.1502833966148152,0.1321520099213793,2969.722365300334,-39.8684054219131,371.80770565813316,-58.52331620495652,1110.227755247907,1556.8468436252829,1748.7430392420292,371.80770565813316,1556.8468436252829,0.9823422594083208,0.6008135226451762,0.6494393455155085,342.33618249780636,65.99586775431865,276.3403147434878,597.7687039699256,115.2383719623982,482.53033200752736,4.414219173185053,252.9161284692314,-8.15215144117412,-463.36699654924143,1.746145264600407,0.4366666666666666,858.6248444898025,21716.75276987788,-4969.674282566616,26686.427052444502,2095.1517914467104,-5929.62495389016
2.063226260170114+0i,-135.9863822920988,0.04689475912358093,0.09043256628606604,0.1493839047311123,0.134104677897585,2981.477332141929,-37.09535471847722,383.9626068278652,-50.73822489201758,1100.581398805554,1552.2508089437674,1760.6245441915728,383.9626068278652,1552.2508089437674,0.9868654781807878,0.5987687668044757,0.6494140991441426,343.67788129946473,68.15336271194607,275.5245185875187,639.2486390176289,126.76679742483678,512.4818415927921,4.421062472616297,253.3082206445859,-8.145308141742875,-462.9749043738868,1.860022636896489,0.44,916.2214586100964,22059.50707340465,-4903.872514653636,26963.37958805828,2206.41216918223,-5461.421310046498
2.378897590400809+0i,-132.879022328575,0.044358298963244384,0.0880304074108711,0.1485101200019932,0.1360146241827092,2993.434104047146,-25.48664646593555,390.97107452480634,-48.774185910437964,1098.322592353179,1552.7843451595734,1770.6826192883316,390.97107452480634,1552.7843451595734,0.990238613557086,0.5975444369408301,0.6493396387301149,345.0165869939773,69.39736572815313,275.6192212658241,683.174060675296,137.4150749033368,545.7589857719593,4.428785834534041,253.7507366861247,-8.137584779825131,-462.5323883323481,1.98011946795828,0.4433333333333334,971.2334361671187,22402.514105303282,-4836.797899420504,27239.31200472378,2327.414753875848,-4963.9152232463375
2.724863520413837+0i,-129.5606355527322,0.04185724659928766,0.08578652017570998,0.1476264815316413,0.1379024229205042,3017.531295014847,-36.041225705650575,389.5011042053284,-50.73688357366399,1123.35609479608,1544.272551533649,1798.3025375954458,389.5011042053284,1544.272551533649,0.987474278524442,0.5887227782247602,0.6408462636108179,343.24482389366835,69.13644599644579,274.10837789722257,725.0790139494733,146.04557039614141,579.0334435533317,4.432114576639449,253.9414595598521,-8.134256037719723,-462.3416654586207,2.11242519471784,0.4466666666666667,1021.827436941377,22746.86133945,-4768.0225352004545,27514.88387465046,2459.505690039934,-4434.794809563962
3.10258343985923+0i,-125.98095681768991,0.039422181315986016,0.08361001260239588,0.1467120185096144,0.1397170924134036,3026.378785313291,-37.32916122230536,389.3762872782691,-50.76368889406393,1106.3154625524198,1557.2446301764428,1810.565574968391,389.3762872782691,1557.2446301764428,0.9871578391006126,0.5916724535151061,0.6432178704468409,345.52521284821137,69.11429099189276,276.4109218563187,776.9077411665448,155.4023431581734,621.5053980083712,4.439630338249566,254.3720809799382,-8.126740276109606,-461.9110440385346,2.248483503598445,0.45,1066.118443323606,23090.992044893817,-4698.755629338155,27789.74767423198,2601.236012689673,-3872.398594901317
3.487063531991085+0i,-122.31616638779128,0.03711072559678177,0.08161895925759484,0.1459117835360076,0.1414521618864955,3029.754967190094,-30.29722701750921,384.2570068789853,-51.47527757958376,1125.5865834772771,1558.5368269643632,1810.602961916827,384.2570068789853,1558.5368269643632,0.9881335319662712,0.5901573731231079,0.6412379399926085,344.84590550719435,68.20561872101989,276.6402867861745,813.2338655591037,160.8460998942851,652.3877656648189,4.447193473655073,254.80541671855968,-8.1191771407041,-461.4777082999131,2.3582529256451843,0.4533333333333333,1103.079544016285,23435.37706326476,-4629.630260843986,28065.00732410875,2751.959969466831,-3272.129174120465
3.904592073088566+0i,-118.4090494532782,0.03517266958649986,0.08043063724949552,0.1450921699278131,0.1432967515518226,3040.277500898709,-52.058958790407154,385.9727483602886,-52.860157961484276,1109.678737097699,1570.241837927392,1819.568021997557,385.9727483602886,1570.241837927392,0.9820226492506868,0.5931621063123218,0.6434329056178002,347.2280890660633,68.51016283395123,278.71792623211206,835.9350029564633,164.9349375080386,671.0000654484252,4.456946889074403,255.36424625792517,-8.109423725284769,-460.9188787605476,2.407452130974978,0.4566666666666667,1133.496860742671,23780.56262244247,-4560.970305987529,28341.53292843,2910.0841909930605,-2635.18259228387
4.329625611513904+0i,-114.5591973911449,0.03284991946470508,0.07878929593581366,0.144434667817611,0.1451370089872187,3036.686814671225,-45.60209333941832,370.7019689539421,-59.821431757988826,1113.670013846267,1593.805461249158,1812.946252416662,370.7019689539421,1593.805461249158,0.9800275937870484,0.5995288088630155,0.6469246089889561,348.70006886105034,65.79959948932472,282.9004693717256,830.851795240774,156.781487139924,674.0703081008502,4.466917323665536,255.93551007990828,-8.099453290693637,-460.3476149385644,2.382711876010128,0.46,1160.637948107923,24126.599619729102,-4492.612415210044,28619.212034939137,3072.974709694222,-1973.4886767272478
4.788961885139029+0i,-110.4625945850264,0.03059700340861508,0.07710528672943984,0.1438124726788431,0.1469180921089434,3045.830968180691,-54.83205341014696,365.6142450791683,-59.75020875840693,1118.439222845365,1598.695823992705,1824.629637012355,365.6142450791683,1598.695823992705,0.9762724337802506,0.5984642026977305,0.6449176233325835,348.6650372602575,64.89652850155238,283.7685087587052,803.2083342696138,149.50002721008102,653.7083070595328,4.475465198632765,256.4252672393361,-8.090905415726407,-459.8578577791367,2.30366755606203,0.4633333333333333,1190.059619131974,24474.56369869265,-4425.457534048406,28900.021232741063,3233.832922018203,-1300.95348995261
5.280038533448836+0i,-107.1285998830184,0.028215874662974188,0.07733339683635045,0.14324020251394,0.1483199689035121,3040.946657232163,-53.97272660825257,355.452470205059,-70.54233722221545,1119.702058961884,1590.133896588231,1836.038629703572,355.452470205059,1590.133896588231,0.9701691575121444,0.5945393258900503,0.639796282570817,345.3415801058091,63.092813461397974,282.24876664441103,764.4931822833908,139.67048430003157,624.8226979833593,4.4813319062757575,256.7614048269167,-8.085038708083415,-459.5217201915561,2.213730481134528,0.4666666666666667,1227.179898424959,24823.24625175331,-4360.109470052967,29183.35572180627,3386.973679193205,-637.0641823724187
5.839377137787392+0i,-102.8546658666685,0.025898263822478368,0.07543036713134244,0.1426317771633685,0.1502090801061571,3030.8616798083613,-65.07398398509794,342.7617517435515,-71.94784342544976,1125.478498142247,1589.039117701517,1833.55680907975,342.7617517435515,1589.039117701517,0.962203941012317,0.5941141586835962,0.6373767837426402,342.8946543264997,60.84021093448039,282.0544433920193,740.9902322920517,131.474788143275,609.515444148777,4.490189643865875,257.2689158068648,-8.076180970493297,-459.014209211608,2.160985080818702,0.47,1273.715982262943,25170.249560436343,-4296.114799071493,29466.364359507832,3531.5589349482616,2.2013201490271967
