Impulsion,ImpulsionPAr,ImpulsionPAv,TravailPAr,TravailPAv
0.0,0.0,0.0,0.0,0.0
69.83862442784051,-45.15955422438336,114.99817865222391,1.3038454448941492,-3.319809384846537
140.01752102938758,-89.980513413028,229.9980344424156,2.637750214886235,-6.742971490109575
210.84712419984243,-134.13595220871142,344.98307640855387,3.9804243070577687,-10.23942126403591
281.60113860539036,-178.293242738527,459.8943813439173,5.353288564518532,-13.81202253400544
351.7148155376279,-222.7851363676799,574.4999519053079,6.795320527424384,-17.52555184704688
421.8427613290635,-267.0159657039227,688.8587270329863,8.309498977110389,-21.44194558217691
493.0590661983821,-310.71837555346247,803.7774417518444,9.873582930454834,-25.55504234446221
564.5165866326737,-354.4708523755848,918.9874390082583,11.463223139405859,-29.740925228527647
634.6719343368413,-399.01497773697616,1033.686912073817,13.055885151845038,-33.84321932786214
704.6256419557304,-443.7919935073879,1148.417635463118,14.602507478441751,-37.80486849108789
775.0128332083698,-488.0963524600695,1263.109185668439,16.07898873350775,-41.6273573563378
844.6268800487151,-532.8997080758471,1377.526588124562,17.53505114825201,-45.346111917640535
914.3367149843164,-577.9213396849802,1492.2580546692968,18.965349903274372,-48.99072579629222
983.7140231373568,-623.2754447282692,1606.989467865626,20.35044279980503,-52.495825070937826
1053.107516965403,-668.2624892851134,1721.370006250517,21.631823404946307,-55.750977098030745
1122.735307168962,-713.2519477193391,1835.987254888301,22.768260472422792,-58.64983408052522
1191.762505400483,-758.8503657450754,1950.612871145559,23.726211496936422,-61.05701198499978
1260.0485527042908,-804.5680761663234,2064.616628870614,24.450598495692876,-62.8668642669051
1328.729179581062,-849.8929146251437,2178.622094206206,24.93578238259433,-64.08148503117128
1398.4557964361902,-894.7666510308113,2293.222447467001,25.213292961170268,-64.79132639230797
1467.596852471541,-939.9833570932054,2407.580209564746,25.340124327906288,-65.11287851566307
1536.466980254664,-985.5400520045876,2522.007032259252,25.33328697567994,-65.09606971008583
1605.2741229642388,-1031.0831255950259,2636.357248559266,25.170048557220287,-64.6858156925215
1673.185957825626,-1076.627815987252,2749.813773812878,24.81179414780827,-63.795866708189706
1740.738335124694,-1122.528071363088,2863.266406487782,24.23914893751668,-62.37997575195267
1808.5250522524698,-1168.422192080265,2976.9472443327363,23.45290338379531,-60.43233019750758
1876.048904011061,-1214.969385372473,3091.0182893835354,22.432565402178803,-57.934878751133006
1943.791621716462,-1261.6098894748159,3205.401511191278,21.18908234426112,-54.882136541312725
2012.1123973948029,-1307.595316931808,3319.707714326612,19.77653997513275,-51.37064785430301
2080.401145963722,-1353.691336000991,3434.092481964714,18.26310219702706,-47.61531181090422
2148.309427957316,-1399.862852364722,3548.172280322039,16.75245710673658,-43.88277787351048
2216.257892573558,-1445.917838013567,3662.175730587127,15.323891559569221,-40.34689404469757
2284.444240858406,-1492.313483411993,3776.7577242703996,14.00503034133397,-37.0889046930096
2352.2140120346257,-1539.0641341046328,3891.27814613926,12.81805905682276,-34.180721156177505
2419.07727750613,-1586.070424276279,4005.1477017824104,11.771852419821911,-31.644967851836466
2485.9831414718697,-1633.591481769336,4119.5746232412075,10.863534904865599,-29.45817105168738
2553.814056540915,-1680.7430301110448,4234.557086651961,10.13621620593186,-27.687177278732985
2621.85723888735,-1727.60668354932,4349.463922436671,9.626276317502676,-26.43535697279696
2688.692414526746,-1775.345581245559,4464.037995772306,9.302295137346702,-25.654664435022603
2754.743206332852,-1824.434370403827,4579.177576736679,9.078861598280627,-25.130166775571194
2820.3919231878112,-1875.6504868178629,4696.042410005673,8.859196045865692,-24.62954405502072
2884.798348253984,-1928.90197499035,4813.700323244335,8.58418158721509,-24.02277956962747
2949.225109908849,-1982.9629123819932,4932.188022290842,8.225263369564749,-23.235728005678677
3013.4219098968347,-2038.548029230913,5051.969939127748,7.772661520407502,-22.261932042425734
3077.106377913708,-2096.452487709053,5173.558865622762,7.300963943157545,-21.27103967600202
3140.760669213072,-2156.676961669145,5297.437630882217,7.004968861073729,-20.65747503581678
3203.2157685453694,-2219.5794885668593,5422.795257112228,7.1566580420550405,-20.94975875776586
3264.769647516131,-2284.6361414532653,5549.405788969396,8.041157499056931,-22.66549304468547
3325.9694536137295,-2352.63269186286,5678.60214547659,9.929420681352848,-26.236835693699568
3386.050334505015,-2424.402418550641,5810.452753055655,13.007679279180039,-31.87506586509834
3446.086099054295,-2499.795815955762,5945.881915010059,17.256193782915712,-39.502123349236065
3507.150494902574,-2578.214055734397,6085.364550636971,22.35442877549661,-48.56867738997036
3567.691113089522,-2659.324402508926,6227.0155155984485,27.857778373613783,-58.17966574271254
3626.088549204774,-2745.0168405532418,6371.105389758015,33.59138580026672,-67.82375455018548
3684.338627949585,-2834.677658044001,6519.016285993585,39.547531607885006,-77.64967272757876
3743.2260742098433,-2927.317949074265,6670.5440232841065,46.058395398307454,-88.29305039397858
3801.208766895576,-3024.735903662744,6825.9446705583205,53.823529751559455,-100.6680084043989
3859.325954675277,-3126.504271717544,6985.830226392821,62.97040641314398,-115.0366382116263
3919.079895162768,-3231.186492218033,7150.266387380801,72.26044824955456,-129.6274981551544
3978.6879544269923,-3339.686308410498,7318.374262837489,79.03304054434298,-140.1756472303422
4038.349562944397,-3452.404841920683,7490.75440486508,79.88804289409562,-141.46855012947182
4100.639164829427,-3568.438424693789,7669.0775895232155,72.00778850626165,-129.3401489107319
4166.850436348351,-3688.705700053986,7855.556136402336,53.52342762031287,-100.62735429516229
4237.189843020971,-3812.783965585329,8049.9738086063,23.37385229946758,-53.34827206846525
4309.188333378571,-3940.969491387225,8250.157824765796,-18.57288698522773,12.10218163512793
4384.006305535256,-4073.2532714439317,8457.259576979188,-68.61789104629895,90.47917153750595
4464.19006568,-4208.048173154972,8672.23823883497,-118.59896443416879,170.1520957909982
4549.681368933069,-4344.708771793954,8894.390140727022,-159.6749111033326,236.81192226322798
4639.887714385777,-4481.827649757332,9121.715364143109,-185.3934767550924,279.3119461096999
4735.854667558388,-4619.5183264256675,9355.372993984054,-193.58775531515832,293.01333010920786
4840.023891152705,-4755.7182577361955,9595.742148888898,-185.82152098034769,278.9738775996788
4951.887561511863,-4890.011377047255,9841.898938559116,-165.269009368851,241.18010187277858
5070.6120272599155,-5023.775884117397,10094.38791137731,-134.917419760159,183.7448252161506
5196.476630719288,-5154.683616745738,10351.16024746502,-96.62856225310803,108.4628954535711
5328.645939911217,-5282.714828242634,10611.36076815385,-49.453605994660094,12.43030705532824
5468.484257243374,-5408.045165781202,10876.52942302457,9.27884498160558,-112.2349753239395
5617.397774585606,-5529.204062825447,11146.60183741105,81.48498926327522,-273.6808191940501
5774.939293317801,-5645.0101279449755,11419.94942126277,166.5137850544406,-474.9721398648135
5940.686185660755,-5754.829108719544,11695.515294380291,261.1394477787991,-712.892069400198
6115.809916102015,-5858.183730117629,11973.993646219642,360.9024719482801,-982.2199595881799
6300.671360008542,-5954.880874196793,12255.55223420533,462.14468958679413,-1277.375046275916
6494.844246031552,-6044.931608228826,12539.775854260371,562.1698410774394,-1593.437205589693
6699.21832450172,-6127.873686742241,12827.09201124396,658.791675611998,-1928.504581346968
6913.0486662807825,-6203.3666663741415,13116.415332654919,751.1010175304184,-2282.769624755002
7135.532343350174,-6271.793756744468,13407.32610009464,839.6440993544327,-2659.7760255549492
7367.998699462698,-6332.990043710519,13700.988743173211,923.5822024774108,-3063.395086818316
7609.894595983294,-6387.417915945857,13997.31251192915,1002.0047041612421,-3490.811357777713
7859.363909874158,-6435.664803924505,14295.02871379866,1073.522187189281,-3932.383274246075
8117.159422456556,-6476.346266826036,14593.50568928259,1134.202699109205,-4377.47107612631
8382.504724572658,-6509.98891039812,14892.49363497077,1183.811544158009,-4817.989928428176
8655.157295774614,-6537.2174768176465,15192.374772592251,1223.120909132718,-5250.2136782160205
8935.936186491843,-6557.922171975109,15493.85835846695,1252.281824311073,-5674.0452074918785
9223.463071401487,-6573.684219253577,15797.147290655059,1273.9938321133388,-6091.351942643835
9516.823438432419,-6585.297888401044,16102.12132683346,1289.725646363599,-6503.811116592261
9814.147303419859,-6592.734671624806,16406.881975044656,1299.589450382407,-6906.439139125335
10116.68865875995,-6595.505709956682,16712.19436871662,1303.192405744217,-7291.659501166018
10426.688009363921,-6592.979477464843,17019.66748682876,1300.390505674346,-7650.286032447534
