alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr,ForcePiedAr,ForcePiedAv,ForcePiedAv,ForcePiedAv,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider
,-1.912745767728836,,,,,718.4868515873628,-148.7930306202677,-373.4681466510028,37.37811480419568,55.784251635378865,309.6163769216556,9.187679240656893,-373.4681466510028,309.6163769216556,-0.924995999031352,0.9837343535340476,-0.08886978180363164,-11.333689126959131,-66.290596030553,54.95690690359388,2.637999736991775,15.42962515864826,-12.791625421656489,4.18105104541657,239.5565788311301,4.18105104541657,239.5565788311301,-0.2327573755942219,0.003333333333333334,-14.392187017099431
,-1.9613614922727443,,,,,719.8716365256524,-148.926255828694,-373.26207094401155,38.87599143235571,52.83660298503325,311.3494330699245,14.213418055224409,-373.26207094401155,311.3494330699245,-0.9244855961866278,0.9849073099935572,-0.08600510803967584,-10.989493222650449,-66.25401759256204,55.264524369911605,9.818010245495024,59.191321232927464,-49.373310987432454,4.180310320118111,239.5141383977499,4.180310320118111,239.5141383977499,-0.8933997270464779,0.006666666666666667,-5.345514917117066
,-1.954342232811712,,,,,721.5511905603119,-147.7030957135069,-375.4976846268602,40.41036455988787,41.92143108122496,312.8991664687667,14.54132393066024,-375.4976846268602,312.8991664687667,-0.9259623834075542,0.990094310294542,-0.08675547761134357,-11.11123697306159,-66.65083902126767,55.53960204820609,17.59247486599646,105.52859354201522,-87.93611867601878,4.174422063512616,239.17676614556498,4.174422063512616,239.17676614556498,-1.583304802934919,0.01,2.3311296222933358
,-1.8525317373955088,,,,,716.1367486561692,-147.5366058123246,-373.3063413385575,46.14287748070695,44.10386471402383,308.4733749518772,17.29578793282999,-373.3063413385575,308.4733749518772,-0.9239185038437656,0.988411848964186,-0.09053154513902456,-11.50785153363575,-66.26187558759396,54.754024053958204,26.6276061575566,153.32098448180358,-126.69337832424699,4.17390333718118,239.14704531605142,4.17390333718118,239.14704531605142,-2.313864241272843,0.013333333333333329,7.63459061037512
,-1.8480555186783358,,,,,710.5547949392338,-144.35710226773648,-371.84109960027257,41.01900631433196,41.16956337923856,306.51535256453,13.71589998185973,-371.84109960027257,306.51535256453,-0.9273239402714152,0.9901267466856282,-0.09193625530502432,-11.595320098844311,-66.00179517904837,54.40647508020407,35.39707777421606,201.4839312132061,-166.0868534389901,4.165824174777793,238.6841434083366,4.165824174777793,238.6841434083366,-3.0527038039893375,0.01666666666666667,10.25939581420409
,-1.797502740198468,,,,,724.1286008282416,-156.599517951862,-375.4429496885949,41.159177827414275,48.751553097591,311.27635457845923,10.86894949201349,-375.4429496885949,311.27635457845923,-0.9182446849100624,0.9873691553576718,-0.08861215402449706,-11.389570632049079,-66.64112356972561,55.25155293767651,42.41730536088568,248.1864311983297,-205.769125837444,4.1525109945830465,237.92135437128042,4.1525109945830465,237.92135437128042,-3.7242233909615283,0.02,10.49933964687097
,-1.7455950010933918,,,,,718.026361939872,-155.40266411555118,-371.0659627970807,33.39245545436565,48.68411989018004,310.1735625068092,15.4220044236884,-371.0659627970807,310.1735625068092,-0.9192153824662228,0.9867155599846168,-0.08480524325842316,-10.80840105152318,-65.86420839648181,55.05580734495864,45.94845624223364,280.0005924103465,-234.05213616811284,4.1365794028401766,237.00854140348858,4.1365794028401766,237.00854140348858,-4.2511798020076546,0.02333333333333333,8.930040890259203
,-1.766096279174917,,,,,727.5380049374455,-164.6288952149394,-374.9246454656691,35.65243549315974,57.72522004852303,310.92845127260017,13.08563750316968,-374.9246454656691,310.92845127260017,-0.9121680174034871,0.9823586804505156,-0.08796268203002165,-11.35932446926972,-66.54912457015625,55.189800100886536,52.20733498116914,305.8590718609047,-253.6517368797356,4.119812050513685,236.04784288157168,4.119812050513685,236.04784288157168,-4.595989411377866,0.02666666666666667,6.171310697058427
,-1.7472325621656641,,,,,717.6945960550045,-171.0194288435278,-373.66098913332166,35.59363166994754,52.87465392109407,300.1701015100955,16.12767744215395,-373.66098913332166,300.1701015100955,-0.9058958360246786,0.9834618973146436,-0.1023985522911667,-13.04463255312264,-66.3248255711646,53.280193018041956,62.154306802187655,316.02067289851914,-253.8663660963315,4.104262620169396,235.1569261490113,4.104262620169396,235.1569261490113,-4.7647418621469,0.03,2.697876927573058
,-1.685938396630604,,,,,722.342274014783,-176.18382912174758,-366.8028404477593,36.69021266121331,63.847824216349046,306.81362654894883,15.5086259938397,-366.8028404477593,306.81362654894883,-0.8977675096198322,0.977829453388754,-0.08304818374451496,-10.64808546703886,-65.10750417947727,54.45941871243842,50.94588035467662,311.5075595877683,-260.5616792330918,4.090301804316872,234.3570303221023,4.090301804316872,234.3570303221023,-4.784510841162907,0.03333333333333333,-1.076569337182838
