Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
87753.38457282771,23087.756461179248,64665.628111648526,373216.1481969387,189637.8319297925,183578.31626714588
87958.5562346815,23280.3827230811,64678.17351160046,375063.3108371955,191372.0455712493,183691.2652659459
88150.28842238178,23461.053336179248,64689.235086202585,376786.0653583957,192995.4064014698,183790.6589569257
88328.58594344842,23629.50352004766,64699.08242340085,378385.54335505795,194506.5454517711,183878.9979032867
88496.95204261529,23787.208619534962,64709.743423080414,379892.83005558007,195918.4056809593,183974.42437462058
88655.59697936762,23934.13616927862,64721.46081008907,381309.1475496417,197230.11978589892,184079.0277637425
88802.24662822473,24069.22890609502,64733.017722129785,382614.240327057,198432.3690506868,184181.87127637
88937.11519035087,24192.28785613774,64744.82733421322,383811.2145864854,199524.5397196428,184286.6748668423
89062.64890464534,24304.609070432183,64758.039834213225,384923.6966087938,200519.9363414156,184403.7602673779
89180.15738252389,24407.09266036748,64773.0647221565,385965.22648715886,201428.28832616602,184536.9381609926
89288.68057130562,24499.64289878606,64789.037672519655,386928.5648173827,202249.82975064102,184678.7350667414
89387.23121074426,24581.69208778142,64805.53912296293,387805.80236075656,202980.16226766398,184825.6400930923
89478.24774850595,24654.25750030278,64823.99024820326,388620.1599571893,203629.3690238199,184990.79093336922
89563.5754724859,24719.324949491012,64844.25052299497,389390.2371553668,204216.54888629718,185173.6882690693
89643.04883617151,24777.43868812321,64865.61014804838,390116.9476944042,204747.83717103192,185369.11052337193
89718.25963767756,24829.46890166997,64888.790736007664,390816.8358409571,205231.875788303,185584.9600526538
89790.26487449395,24876.258913838847,64914.00596065519,391501.8815015425,205676.8466956916,185825.0348058505
89861.45084823358,24920.24323829411,64941.20760993955,392196.9594574061,206106.22952076577,186090.72993664
89934.21444820154,24964.645725858198,64969.56872234343,392927.2023722804,206551.8645880628,186375.3377842173
90010.99569820154,25011.3989881873,64999.596710014324,393717.95520147256,207033.3364870717,186684.6187144006
90094.26078685511,25061.94126380681,65032.319523048376,394593.35820618866,207564.71787721448,187028.6403289739
90184.89678653466,25117.375838315467,65067.52094821928,395559.08882352506,208155.3920902604,187403.69673326443
90283.52311061608,25177.99671310185,65105.526397514324,396616.60178950103,208805.3941485355,187811.20764096532
90389.151098287,25242.49716399907,65146.653934288,397749.7985516975,209497.3708893658,188252.4276623315
90499.2421106695,25307.93893951177,65191.303171157815,398926.1604456331,210196.68425077377,188729.476194859
90612.99928840387,25373.086366498457,65239.91292190549,400132.07918819616,210887.35493635052,189244.7242518455
90730.1239023565,25438.20728019475,65291.916622161836,401360.19362493657,211570.2379438731,189789.9556810632
90851.14129966484,25503.54816688298,65347.59313278196,402613.3443914336,212246.9199474488,190366.4244439846
90976.08149970756,25566.464779126632,65409.61672058103,403891.5198843994,212890.7799250828,191000.73995931642
91102.90960143793,25624.620865857592,65478.28873558043,405176.393572791,213480.0408939392,191696.3526788516
91230.37828925835,25678.75938934087,65551.61889991758,406460.751105441,214025.5626881077,192435.1884173332
91359.03050216424,25729.292126691333,65629.738375473,407756.5926319096,214534.5290559443,193222.06357596512
91492.57728904474,25776.90988944768,65715.66739959714,409106.47240141896,215015.7807716492,194090.6916297697
91634.76199058283,25822.0856150031,65812.6763755798,410550.53318442346,215474.53174222552,195076.00144219783
91787.9859541296,25866.411977994434,65921.57397613523,412112.46554785,215926.3645273902,196186.1010204597
91953.73300269833,25911.615877759446,66042.11712493893,413803.8385116913,216387.6522900677,197416.1862216235
92132.18890289057,25956.857578122606,66175.33132476803,415621.0011776099,216848.37596745358,198772.6252101562
92324.86416457882,26001.792678678034,66323.07148590084,417572.9729854752,217303.65974640808,200269.31323906698
92532.35448898065,26049.25897735356,66483.09551162718,419659.2508301922,217780.8945460386,201878.3562841534
92754.79007400262,26099.078152310838,66655.71192169188,421873.35372844845,218276.88792796078,203596.4658004876
92990.58568710076,26149.479466092584,66841.10622100827,424190.5629847962,218772.23560816058,205418.3273766355
93237.96472419488,26202.53010352849,67035.43462066648,426585.2827348145,219285.7241854984,207299.55854931602
93498.927172315,26257.051265943042,67241.87590637205,429072.693668931,219805.56094968808,209267.13271924268
93773.34249175775,26308.774353635297,67464.56813812254,431653.04735426366,220292.1069598319,211360.9403944318
94060.13109706627,26355.777166402328,67704.35393066406,434323.7306312082,220729.9365443218,213593.7940868864
94359.75245002496,26400.41546577215,67959.3369842529,437101.8166567807,221143.82793933878,215957.9887174419
94671.1207701086,26449.426753079893,68221.69401702879,439990.7195169051,221598.6023182726,218392.1171986325
94989.9518751501,26509.85871566533,68480.09315948484,442960.48308439075,222161.6590609181,220798.8240234727
95311.02341598262,26582.413102567192,68728.6103134155,445966.6471880878,222841.1004480877,223125.54674000002
95636.7967680334,26659.12234023809,68977.67442779537,449029.3175572366,223562.23777349782,225467.0797837389
95977.41178153742,26733.18233970403,69244.22944183346,452232.11307613977,224258.6677568552,227973.44531928448
96336.61118835199,26801.42997649907,69535.18121185299,455593.2522877651,224897.4695414074,230695.7827463577
96705.6966959356,26862.71357673406,69842.98311920163,459019.0339755868,225466.4314608831,233552.6025147037
97073.4940271734,26920.30546363592,70153.18856353758,462406.331985621,225996.8401655068,236409.4918201141
97435.6193434118,26977.878538358207,70457.74080505368,465726.5155955536,226524.69412063732,239201.8214749163
97796.48412879693,27036.76525062322,70759.7188781738,469034.04746860784,227064.42774148678,241969.6197271209
98161.10695480095,27095.356036221983,71065.75091857907,472384.752549939,227602.8257706411,244781.92677929782
98527.40356811273,27152.89166015386,71374.51190795895,475765.0959174074,228133.7900345602,247631.3058828472
98889.89629462943,27208.93436073064,71680.96193389889,479128.77492912975,228653.800338704,250474.9745904258
99245.91665137994,27262.212237012383,71983.70441436763,482454.88825563213,229151.518601597,253303.3696540351
99597.13255904903,27312.54871352911,72284.58384551997,485762.22834469273,229625.47366150602,256136.7546831867
99947.90999740352,27362.01176284552,72585.89823455807,489095.2860282934,230095.49344987678,258999.7925784165
100298.53797706349,27410.14603675604,72888.39194030759,492460.1009681165,230557.3217083538,261902.7792597627
100644.3832971929,27453.75883735418,73190.62445983881,495814.16328834713,230980.18047152378,264833.9828168233
100983.95924686179,27493.54788821936,73490.41135864252,499143.4309159556,231370.22381186578,267773.2071040898
101319.07706912741,27530.35800174475,73788.71906738276,502466.2566761983,231735.1290116173,270731.1276645811
