alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr,ForcePiedAr,ForcePiedAv,ForcePiedAv,ForcePiedAv,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider
,-0.6632384790030129,,,,,249.3088846038764,-11.514688614404221,-141.1490442030714,-15.77859418655701,12.28067559254343,-104.4567406737853,-18.637204302719358,-141.1490442030714,-104.4567406737853,-0.9905597373131788,-0.977925157020304,-0.9851465392703368,-43.59502681564206,-25.05395534604516,-18.54107146959689,-2.6718896546113817,-1.5355284532632691,-1.136361201348113,4.433653922626679,254.02965758813068,4.433653922626679,254.02965758813068,0.06128886365663842,0.003333333333333334,-5.065653461982175
,-0.6784794833836258,,,,,231.5978822041604,-16.17833133156851,-128.7047203648756,-17.20400406486875,8.630546523537397,-99.14847114908895,-15.637716195235939,-128.7047203648756,-99.14847114908895,-0.9835792334494649,-0.9841581642803964,-0.9838310667845628,-40.443941493728715,-22.84508786476542,-17.59885362896329,-33.57369795947048,-18.96437516971805,-14.609322789752419,4.433912708870817,254.0444849477158,4.433912708870817,254.0444849477158,0.8301292287418736,0.006666666666666667,-10.3308152699971
,-0.7766583938891358,,,,,206.4301067286776,-11.987776636130109,-112.90865091426059,-21.20321714582181,5.711420475991187,-89.30425611543659,-16.103240026522528,-112.90865091426059,-89.30425611543659,-0.9775129081688044,-0.9821850825552088,-0.9795708108385404,-35.89279099777125,-20.04128553728125,-15.85150546049,-49.29329961004542,-27.523663250958055,-21.769636359087354,4.43395221848869,254.0467486820702,4.43395221848869,254.0467486820702,1.373348191649578,0.01,-14.8709304179935
,-0.7669064742620435,,,,,194.11607676624809,-9.624781158129162,-110.79433064794209,-19.4620942981,16.3253000287749,77.96837007081628,-15.817499672098279,-110.79433064794209,77.96837007081628,-0.9813345006863032,0.9600315915332436,-0.1691048012301135,-5.8266080024398335,-19.665993690009717,13.83938568756989,-8.950377836512605,-30.209355766228647,21.25897792971604,4.462335004822114,255.67296254979698,4.462335004822114,255.67296254979698,1.5361215020411059,0.013333333333333329,-17.98878068305956
,-0.9416967265210588,,,,,179.7350231183461,-9.356344588867232,-104.2290267873155,-22.084265210801302,16.55785217841002,68.36405222576919,-18.69266110584777,-104.2290267873155,68.36405222576919,-0.9745310437613832,0.939298704117854,-0.1995436055772565,-6.366032984674474,-18.500652254748513,12.13461927007403,-8.455848335969737,-24.57397094223026,16.11812260626052,4.465050959374942,255.8285752830234,4.465050959374942,255.8285752830234,1.328275922592023,0.01666666666666667,-19.25386899065051
,-0.9981128436671156,,,,,152.97878477125832,-10.55870298177996,-94.09591333545409,-19.350909538937053,9.614407697220807,52.263201853052074,-18.702253690164174,-94.09591333545409,52.263201853052074,-0.9736383618517588,0.9277186035192604,-0.27345433253998197,-7.425306288126357,-16.7020246170431,9.276718328916742,-6.784113089735866,-15.259764302350971,8.4756512126151,4.46634908782203,255.9029525643074,4.46634908782203,255.9029525643074,0.913647575802252,0.02,-18.728114115493828
,-0.943320101504696,,,,,153.65441456678508,-6.434212875627389,-91.27911509368204,-21.81609954444056,11.455696438534241,56.42744775165008,-15.329021229485331,-91.27911509368204,56.42744775165008,-0.9703289090448864,0.9470214012391736,-0.2268185228539846,-6.186170953210674,-16.20204292912856,10.01587197591789,-2.977492494272238,-7.798274825935608,4.820782331663371,4.4627559461191035,255.6970807095372,4.4627559461191035,255.6970807095372,0.4813142922807355,0.02333333333333333,-16.747707042417442
,-1.111393578304956,,,,,134.75498507173,-7.900318141177581,-83.33363397191465,-20.229134479411442,6.9416368708564065,46.39450344361797,-12.846131602212369,-83.33363397191465,46.39450344361797,-0.9676799173853868,0.9538727133060166,-0.2741206977139583,-6.556695668772657,-14.791720030014849,8.235024361242187,-0.9650884931019306,-2.177212351358814,1.212123858256884,4.46272269652749,255.69517564826734,4.46272269652749,255.69517564826734,0.147191289920367,0.02666666666666667,-13.45695866400238
,-1.1404816820552242,,,,,122.18096602110649,-4.787428223905634,-74.61295331769078,-16.12075922000663,9.040933779935497,42.88389999821862,-12.938014919309671,-74.61295331769078,42.88389999821862,-0.9755293448930056,0.9384527921449805,-0.2596890035555213,-5.631906964206308,-13.243799213890108,7.611892249683807,0.3103962875851081,0.729917261709133,-0.4195209741240249,4.459432454936265,255.5066586915117,4.459432454936265,255.5066586915117,-0.05511388763305886,0.03,-9.009500444780901
,-1.140652351132417,,,,,115.9264686897041,-9.075820151954328,-77.69456352486819,-13.36319138636519,6.7346373642782025,33.59188693144598,-12.791468362330448,-77.69456352486819,33.59188693144598,-0.9790622723295964,0.918554777396422,-0.3804366430885612,-7.828225095332441,-13.7907850256641,5.962559930331662,1.131922679724873,1.994079392411295,-0.8621567126864216,4.460845852437259,255.5876404030929,4.460845852437259,255.5876404030929,-0.1445950603029771,0.03333333333333333,-3.9438547998459663
