Unnamed: 0,alphaGait,AngleBike,AngleBike.1,AngleBike.2,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForceGuidon,ForceGuidon.1,ForceGuidon.2,ForceGuidon_R0,ForceGuidon_R0.1,ForceGuidon_R0.2,ForcePedaleD_R0,ForcePedaleD_R0.1,ForcePedaleD_R0.2,ForcePedaleG_R0,ForcePedaleG_R0.1,ForcePedaleG_R0.2,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,normForceGuidon,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitessePedalier,VitesseRider,Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
0,0.02674391008833,-15.18971212486904,2.5567930821627938,1.0897825114776658,0.03932435368159304,0.2485455977051925,0.3634541421937352,-1.1086110935032421e-05,2.125588490159425e-05,7.276760545019185,-247.1205998482074,-23.58340681263819,14.82343105777976,-245.9230899448092,-31.30205926022047,-52.37486913398593,-275.7859058708568,31.69875575166184,22.25890989925804,-419.0291085593016,-49.69444716343636,705.0514450630427,-37.921232224427,-277.2453164002939,38.76620423380006,-48.60582425270752,418.0107932731076,38.14238488464058,-277.2453164002939,418.0107932731076,-0.9814020929464988,0.9892523551908504,0.1996527740755527,24.63395845274239,-48.51793037005144,73.15188882279385,248.34999333653656,0.09094127187302806,-0.1791138157906689,0.270055087663697,1.382158062119148,79.19182357940787,-11.18421255224002,-637.0913014390649,-0.0011213681413862538,0.003333333333333334,0.003691703550100936,0.002520049135889013,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02068359946128244,-15.19046131258437,2.5594911452632108,1.083388160349172,-0.00202329821360081,0.2485434935434352,0.3641456192859946,4.729008824061465e-06,-5.0396786274914396e-05,4.509284066384634,-250.9433241535313,-7.328013787219021,11.64715205126765,-250.35397315886482,-15.29108690533059,-45.140982097401285,-273.816212737449,31.12319053193685,19.707174769259392,-415.48322738547034,-55.22291356799897,698.8521135849188,-30.85218953527317,-274.8702181761625,38.42115526833445,-46.0695936549036,414.7441066873403,43.92235954002774,-274.8702181761625,414.7441066873403,-0.9843088607663708,0.9884270605508992,0.2001480510571303,24.47793048945611,-48.10228818082844,72.58021867028455,251.09079108179432,0.1005644115385617,-0.19762202963387893,0.2981864411724407,1.3819555488021371,79.18022042104792,-11.18441506555703,-637.1029045974249,-0.04986046870556825,0.006666666666666667,0.004108370664010176,0.002804476524521495,24.39415737785154,-48.45878816384162,72.85294554169316,0.09326410219755933,-0.1853237673847374,0.2785878695822968
2,0.01943297576246427,-15.187853166754987,2.56195109573815,1.089973137690983,-0.06521042235581831,0.2485384350897438,0.3638416604170677,2.560290670233778e-05,-4.851130916416757e-08,8.657481454768876,-248.04407435972192,0.1846806731665112,15.48764871605167,-247.59622790853248,-7.555764671837647,-50.12929383801082,-271.8692738573811,28.18539403478801,22.35176080885664,-419.1289408865335,-49.66455534150379,700.5379657288735,-35.74046247615084,-273.31741754074267,35.22035230067628,-48.71306931622463,418.1030585430088,38.10653056848543,-273.31741754074267,418.1030585430088,-0.9835618289932296,0.9892356923764716,0.2066777934749392,25.33748717539657,-47.83054806962998,73.16803524502654,248.1951831060828,0.1212077096661661,-0.22880845063542002,0.3500161603015862,1.382247629821284,79.19695543072093,-11.18412298453789,-637.0861695877519,-0.09790700803719607,0.01,0.004783730479155894,0.0032654940183353487,48.95010184895079,-96.76889743928156,145.7189992882323,0.1890169439033542,-0.3736916900970114,0.5627086340003655
3,0.02066337252346116,-15.213560381631279,2.442536563204061,0.8413242854111005,-0.06189884254465027,0.2485240208169642,0.3639218396524538,2.176385730853769e-05,2.2844669314958648e-05,10.04476217172385,-246.2626617662903,2.7748905320284436,16.73542673002396,-245.86596761288868,-4.873120839002513,-45.010727110605906,-273.3601949595788,31.94082714782101,17.781184587066893,-418.3850385106987,-45.53284885448714,700.1071540333197,-32.32439646810865,-274.3617320720583,38.114978022346776,-41.35186483145468,417.6484658223615,35.98935357730964,-274.3617320720583,417.6484658223615,-0.9838116546831478,0.9914953749660488,0.2046640045382023,25.07517840630307,-48.01330311261021,73.08848151891327,246.4830538693675,0.1222649022807652,-0.2341096728454159,0.3563745751261811,1.374842212083426,78.77265624881035,-11.19152840227575,-637.5104687696625,-0.09374651942801797,0.013333333333333329,0.00487593349485529,0.003328434101926973,73.85781068137713,-144.7353155645108,218.5931262458879,0.2999030045057182,-0.5869069302316609,0.8868099347373789
4,0.02426109437910644,-15.212813676362288,2.437297003826335,0.8588806201595822,0.004147085815674245,0.2485488329828953,0.3640029233902605,-9.987033455699514e-06,-2.601779451891217e-05,14.62096303928972,-242.5040021868646,19.90563472007122,20.675167883455924,-242.55778862178863,12.50817901817102,-51.56181869970969,-275.11337492774317,26.811038862353612,22.58801410226663,-419.3074429366909,-48.02383027208865,703.8372973763541,-38.38560482740002,-276.6104405487203,32.83339059723961,-46.536739118886395,418.3506488818243,38.10911766926836,-276.6104405487203,418.3506488818243,-0.9837322733396582,0.9898214934014564,0.2013820649480488,24.80453645829321,-48.406827096026056,73.21136355431925,243.7584827866551,0.1033736881699319,-0.2017369789568215,0.3051106671267534,1.37535608661268,78.80209909053586,-11.19101452774649,-637.4810259279369,-0.03581315707761746,0.01666666666666667,0.0041675315458422815,0.002844861221481666,99.06414347222695,-192.6572411556309,291.72138462785784,0.4216393104791838,-0.8183659919720788,1.240005302451263
5,0.015164930440240231,-15.21289134507411,2.4207652676930462,0.8486734696982939,0.004118237283364579,0.2485584187855061,0.3639418533483431,1.433209940587821e-05,7.18165562244022e-06,13.425471111932833,-250.8750860253717,23.56040394808062,19.60504285832316,-251.07402664211918,15.84677056208735,-46.21446198307288,-269.9053626985321,32.02199197255311,20.95988487843082,-415.42843674294,-48.47868360483182,694.4716286015857,-33.61863043947416,-270.9825673460395,38.05686746993958,-44.62156406743468,414.57626573068563,38.80362748291858,-270.9825673460395,414.57626573068563,-0.9828918449271866,0.9899800224372556,0.2067668317477443,25.12889721731306,-47.4219492855569,72.55084650286997,252.33637212461412,0.08197209710047572,-0.1546934828819821,0.2366655799824579,1.374972147401708,78.78010099415756,-11.191398466957462,-637.5030240243152,0.02836588643779475,0.02,0.003262065039766226,0.0022267671477711197,124.00400090452507,-240.867306259949,364.87130716447405,0.5344586057045324,-1.036289317873198,1.57074792357773
6,0.017957328259548568,-15.187612626418149,2.552781002594378,1.094072294212516,-3.7598619712753134e-05,0.248549831347407,0.3639709017113735,1.074500021452929e-05,3.929238601976803e-05,19.06250958741603,-240.96833674336185,32.341262298549516,24.69050756323509,-241.3164892651739,25.13576489182621,-46.21571702427797,-270.0169810513582,31.06487926169414,18.79804537866796,-424.7712899661277,-50.96821007651876,703.9302550134885,-32.03866981099598,-271.1518446756724,38.21374157843364,-45.60859192324311,423.96498125287064,39.43760568268293,-271.1518446756724,423.96498125287064,-0.9835058375853004,0.9900380853420052,0.2170856210382237,26.742298901009693,-47.451572818242646,74.19387171925236,243.87512343758252,0.07575245114191767,-0.1344152559518867,0.2101677070938044,1.382313825173412,79.20074814502124,-11.18405678918576,-637.0823768734515,0.05141474533705212,0.02333333333333333,0.0028326828378639327,0.001933660122197145,148.9707177423282,-288.78169445074053,437.7524121930687,0.6271314983397362,-1.2145045487925992,1.841636047132336
7,0.01826421702561714,-15.21112317477313,2.434588319679416,0.861863588806963,-0.02807339085856597,0.2485341720496661,0.3640174124005653,1.7535093078335777e-05,5.650389180969494e-05,22.127129662571825,-240.7705308372857,32.96814982743174,27.718301369956606,-241.0596128303035,25.863412788823208,-46.14225361606906,-269.9232511850507,31.97530579406053,18.80450856904938,-424.9687724303117,-49.2920545778028,703.9302550134885,-33.4366447669437,-271.0029801003772,38.07183792707001,-43.187228899622276,424.2197711177317,39.42363226215359,-271.0029801003772,424.2197711177317,-0.9829658848551701,0.9906330676663148,0.2176590506319674,26.812938428037054,-47.425521517566004,74.23845994560304,244.0224524297234,0.08064160041274132,-0.1426352417826146,0.223276842195356,1.375530714727867,78.81210454452038,-11.19083989963131,-637.4710204739524,0.01944256320681343,0.02666666666666667,0.003007562958053793,0.002053037664241334,174.9063158014896,-336.2184555026403,511.1247713041298,0.705993772460933,-1.3590589182095345,2.0650526906704667
8,0.02236345392620591,-15.1854879593491,2.548565834110231,1.098049763904015,-0.007771028999229657,0.2485340349500057,0.3642469571007234,2.086940593684639e-05,4.192617999651538e-05,27.246719649171627,-233.80666926184009,42.27455917956914,32.348327303844925,-234.27457036863308,35.554072565862114,-51.40043317905652,-282.4341756163387,28.65748806742938,21.61368584171677,-419.3425994164914,-54.84117108979882,711.9654926534582,-36.30723541188392,-283.9316824591525,36.01255422864961,-48.4184422209996,418.4557310869506,43.28252211831356,-283.9316824591525,418.4557310869506,-0.9841648650216286,0.9881698927795914,0.1889474279524898,23.541708509864694,-49.6880444303517,73.22975294021639,239.1549302790618,0.08125693915021387,-0.1715040520987836,0.2527609912489974,1.382586616657103,79.21637794572388,-11.183783997702069,-637.066747072749,-0.05202806609711498,0.03,0.00345161605905386,0.002356159412311136,201.683934466013,-383.6570026705447,585.3409371365575,0.7841907982382625,-1.497584167076784,2.281774965315047
9,0.02010063927266971,-15.18394209135716,2.5511342764045333,1.105695290481318,-0.005313326256214168,0.24854567606236602,0.3640349506526143,3.381818788894542e-08,2.490763075363445e-05,26.979290695139426,-241.5426164669923,39.06701864862805,32.3976102703509,-241.90675116906812,32.069740095963176,-51.35387011692596,-275.2485819864371,25.80349114175952,22.55344166639237,-419.1029629466065,-49.79243994392034,703.8372973763541,-36.50004106763589,-276.8514951391651,32.95176259175089,-49.14063229946637,418.0496888086895,38.14307671595711,-276.8514951391651,418.0496888086895,-0.9845895554429176,0.9891094190928812,0.2006119797797861,24.709683892166773,-48.44901164935389,73.15869554152066,246.1644768081406,0.08922807698692667,-0.1749521426601291,0.2641802196470558,1.38279092474492,79.22808393687616,-11.18357968961425,-637.0550410815966,-0.12056742185213,0.03333333333333333,0.003611057000013379,0.002464997784633341,226.8612579349639,-432.2137856445034,659.0750435794672,0.8651400680197401,-1.6546538140174842,2.519793882037224
