Alignement,AlphaGaitDmin,BasDeButte,BasDeButte2,Bip,c3d,CGR18,CGR28,ChuteGrille,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,DebutOrdre,DistanceDmin,DistanceRecul,Dmin,Engagement,EngagementDmin,FinMarkerVisible,FinOrdre,FinSignalSensix,FinSignalSonore,ForceGuidonMax,ForceUDepart,ForceUPiedArMax,ForceUPiedAvMax,Franchissement,GaitDown,HauteurFWDmin,HauteurFWRecul,ImpulsionParCoups,ImpulsionParCoupsPAr,ImpulsionParCoupsPAv,longueurManivelle,MasseRider,MoyennePuissanceBasDeButte,MoyennePuissanceButteTotale,MoyennePuissancePremCassure,PDenHaut,PGenHaut,PourcFuPremCassure,PremCassure,PuissanceMaxBasDeButte,PuissanceMaxPremCassure,Rate,RateForceDeveloppement,Recul,TailleRider,ThetaManivelleDepart,ThetaManivelleRecul,TimeToPeak,TpsBasDeButte,TpsDmin,TpsPassageGrille,TpsPremCassure,TpsReaction,TpsRecul,TpsTroism,TravailParCoups,TravailParCoupsPAr,TravailParCoupsPAv,Troism,VitesseBasDeButte,VitessePassageGrille,VitessePremCassure,VitesseTroism,VMaxBasDeButte,VMaxPremCassure
7963.0,4.1131147998037525,8619.0,8638.0,7767.0,6.27694517764e-313,8012.0,8298.0,7875.0,8029.0,8147.0,8239.0,8317.0,8378.0,8435.0,8487.0,8536.0,9393.0,9393.0,6021.0,13.175881296237119,6.989561977875861,7971.0,7956.0,12.7899819775549,8338.0,7611.0,9575.0,8550.0,,523.1729736328125,1765.864990234375,7948.0,8017.0,7977.0,12.26637824402971,4.2309249926065515,40037.410667713884,-4874.491376048327,44911.90204376222,180.0,83.19999999999997,747.8884647482154,810.5314351270578,857.7703162365613,8029.0,8147.0,52.117899637685994,8271.0,3579.492938626728,2879.1076133556817,300.0,4190.57373046875,7910.0,181.0,80.478289182808,80.36367860853522,0.3166666666666667,2.4783333333333317,0.32,0.4733333333333333,1.32,7853.0,0.1166666666666667,0.8966666666666666,85123.61297849477,1471.306787117707,83652.30619137707,8144.0,12.46753246753207,5.5013820771141395,7.530078208797571,7.5015095844951185,198.0494582714794,113.3932366043643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21346.13161444724,20671.36011611939,674.7714983278513,,,,,,8239.0,8317.0,,,,,,,,,,,,,,,,,,,159563.3727786142,153589.11866259848,5974.254116015666,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13728.206305253501,702.710101983547,13025.496203269959,,,,,,8378.0,8435.0,,,,,,,,,,,,,,,,,,,134618.3399310522,7505.311015957987,127113.0289150942,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10341.221150439978,9367.150071258544,974.0710791814328,,,,,,8487.0,8536.0,,,,,,,,,,,,,,,,,,,123830.5841863225,112091.9230788939,11738.661107428521,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.7709431910525,815.1678024959564,4467.603140695095,,,,,,9393.0,9393.0,,,,,,,,,,,,,,,,,,,78439.43709808866,12359.78800960404,66079.64908848461,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486.738547923565,5003.152077941895,-516.4135300183294,,,,,,,,,,,,,,,,,,,,,,,,,,73634.45095625147,82211.5681119262,-8577.117155674734,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.557484083772,-312.2448350232839,2063.802319107056,,,,,,,,,,,,,,,,,,,,,,,,,,31863.807375541917,-5311.717975037938,37175.52535057986,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.5010025405882,2304.819180622101,-744.3181780815124,,,,,,,,,,,,,,,,,,,,,,,,,,29648.3966352239,43456.238004105464,-13807.84136888156,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28636.453296790118,-77967.08342021942,49330.630123429284,,,,,,,,,,,,,,,,,,,,,,,,,,-33307.02366946744,-72963.11612854963,39656.0924590822,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
