DistanceEngage,Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
,0.0,0.0,0.0,0.0,0.0,0.0
,107.12869625091551,-19.03212451934814,126.16082077026371,-1.9864255240002489,0.3520475976660858,-2.338473121666335
,213.62354621887212,-38.9305866241455,252.55413284301758,-3.9874112961232187,0.7230164164528772,-4.710427712576095
,318.159011554718,-60.09491147994995,378.253923034668,-4.962011833674414,0.9181160206597072,-5.8801278543341216
,422.9070972442627,-80.6341365814209,503.5412338256836,-4.315912414730408,0.7991325665092581,-5.1150449812396666
,529.3401721000671,-100.3881367683411,629.7283088684082,-2.436378554805509,0.4508123777874461,-2.8871909325929557
,635.9053721427917,-120.1325993537903,756.037971496582,-0.5438633150162735,0.1005542463011208,-0.644417561317395
,742.0700817108154,-139.8675243377685,881.937606048584,0.05302706701683579,-0.010815264448416791,0.06384233146525176
,848.031791305542,-159.9925243377685,1008.024315643311,-1.068997298411968,0.2058910942409211,-1.27488839265289
,953.3920285224916,-180.43313703536992,1133.825165557862,-3.0231728330245606,0.5849974543025867,-3.608170287327149
,1059.038829708099,-200.40413751602168,1259.442967224121,-4.267347096919576,0.8235801407001566,-5.090927237619733
,1164.283392047882,-220.5735003471375,1384.85689239502,-3.743724590707605,0.7158527175512218,-4.459577308258828
,1269.309554195404,-240.76053781509398,1510.070092010498,-1.4311723709066493,0.2762929931680012,-1.707465364074651
,1375.532630252838,-259.9545378684998,1635.4871681213378,1.8134233109397,-0.309215829741445,2.122639140681144
,1481.5931338310238,-279.10478792190554,1760.69792175293,4.883050052231241,-0.8618918759820875,5.744941928213326
,1587.3416089057919,-298.4635500907898,1885.8051589965821,7.308841247629912,-1.3066769217120349,8.615518169341946
,1693.528021907807,-317.6144997596741,2011.142521667481,9.539186824679193,-1.7088846489402958,11.24807147361949
,1799.5452127456672,-337.0810621261597,2136.626274871826,12.159002253265689,-2.191006444217553,14.35000869748324
,1904.836677360535,-356.86323719024665,2261.699914550782,14.915830528346538,-2.7088799509960357,17.62471047934257
,2010.434739112854,-376.6454122543335,2387.080151367188,16.590547286184982,-3.023668875949333,19.61421616213431
,2116.514836597443,-396.11197462081907,2512.626811218262,15.967255188164758,-2.912997656018484,18.88025284418325
,2221.7299990653987,-415.8135617256165,2637.543560791016,13.0990039224487,-2.370045238060266,15.469049160508971
,2327.051651954651,-436.03857402801515,2763.090225982666,9.309453603452287,-1.6423509120458002,10.95180451549809
,2433.5402020454408,-455.7129488945008,2889.253150939941,6.092664893838309,-1.044602106106587,7.137266999944898
,2539.662737083435,-474.829686164856,3014.492423248291,4.19122730222646,-0.7026895063515801,4.893916808578041
,2645.143636608124,-493.7043110847473,3138.847947692871,3.3099946626434664,-0.5443412483181691,3.854335910961636
,2750.965696811676,-512.7138609886168,3263.679557800293,2.6759942663347966,-0.4302633979166351,3.106257664251433
,2856.649506187439,-532.2741357803345,3388.923641967774,2.035051168438575,-0.3117968208824408,2.346847989321017
,2962.472354793549,-551.491585636139,3513.963940429688,2.154947599630354,-0.3292789592952954,2.48422655892565
,3069.332518863678,-570.1583106040955,3639.490829467773,4.165957749915248,-0.6796281444054151,4.8455858943206636
,3175.8636820793154,-589.0506108283997,3764.9142929077148,8.237802034108345,-1.4048568896524658,9.642658923760813
,3281.8596074104307,-608.1684863090516,3890.028093719483,13.21782903841287,-2.30306290226248,15.52089194067535
,3388.059758377075,-627.1855617523194,4015.245320129395,17.43101714800571,-3.058170934859239,20.48918808286495
,3494.945559883118,-645.5169866561889,4140.4625465393065,19.59101113132202,-3.437066573963102,23.02807770528512
,3603.316151046753,-663.2977741241457,4266.613925170898,19.111908382505018,-3.3595407623934914,22.47144914489851
,3712.0532779693604,-681.4555995941163,4393.508877563477,16.05494929379368,-2.844642261419603,18.89959155521328
,3820.3536031723024,-700.5636751174927,4520.917278289795,11.14583744338048,-1.974648578948961,13.12048602232944
,3928.1956889152534,-720.864025592804,4649.0597145080565,5.566762862251164,-0.9242990332206552,6.491061895471817
,4036.354261875153,-741.6816756248476,4778.0359375,0.3556489307686039,0.07945400462087182,0.2761949261477303
,4144.731410598755,-762.7911380767822,4907.522548675537,-3.98632031629436,0.9231742687636284,-4.909494585057988
,4252.719533729553,-785.1366254806519,5037.856159210205,-7.489720137017963,1.645388594200432,-9.135108731218397
,4360.306120300294,-809.7944755554199,5170.1005958557125,-10.49148318328859,2.3312395873670932,-12.82272277065569
,4468.83875656128,-835.9442008972168,5304.782957458496,-13.51437499845438,3.0591913802482433,-16.57356637870262
,4577.846343612672,-863.840425491333,5441.686769104003,-17.365498403348642,4.0568060696103965,-21.42230447295903
,4685.814869499208,-894.9811502456665,5580.796019744873,-23.32568278725036,5.797306531378808,-29.122989318629173
