alphaGait,DeplacementRider,DistanceAligne,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider,DistanceEngage,Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
0.0888104169802491,0.03119038195691815,0.2747765989374218,-1.24684289382615e-05,-9.957268117588567e-06,877.486444321258,29.93499946594238,-107.14199829101558,20.82299995422363,-211.58099365234384,721.6599731445312,136.41400146484378,-107.14199829101558,721.6599731445312,-0.9470000267028807,0.944000005722046,0.7003162029800354,107.54064559936519,-18.74984970092773,126.290495300293,-2.251466640228565,0.3925461008315493,-2.644012741060115,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,-0.02093595986596769,0.003333333333333334,-0.6493209832612459,,0.0,0.0,0.0,0.0,0.0,0.0
0.08864494657353494,-0.01512513761039713,0.2747879327107714,1.642422055403436e-05,2.535213664017766e-05,888.8040193599834,26.02099990844727,-120.2689971923828,18.79100036621094,-209.1660003662109,722.8350219726562,133.9889984130859,-120.2689971923828,722.8350219726562,-0.9660000205039978,0.9459999799728394,0.6779515074810009,105.44905433654779,-21.047074508666988,126.49612884521481,-1.750504904017374,0.3493915367420333,-2.099896440759407,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,-0.01660047987183003,0.006666666666666667,-0.7857295298483473,,107.12869625091551,-19.03212451934814,126.16082077026371,-1.9864255240002489,0.3520475976660858,-2.338473121666335
0.09015343680354172,-0.01317275535242857,0.2748098867353788,2.224917673404603e-06,2.687120152400357e-05,880.4225186662593,27.19899940490723,-121.60900115966801,19.15299987792969,-204.4380035400391,713.7340087890625,133.5149993896484,-121.60900115966801,713.7340087890625,-0.9649999737739564,0.9459999799728394,0.6725464138813679,103.62187633514401,-21.28157520294189,124.9034515380859,-0.1986961710850209,0.04080767167162688,-0.2395038427566478,2.993000030517578,261.4862698311838,1.42220370372268,81.48626983118372,-0.001917511804576654,0.01,-0.6466874711329916,,213.62354621887212,-38.9305866241455,252.55413284301758,-3.987411296123218,0.7230164164528772,-4.710427712576095
0.08966127104410622,-0.008788133525115427,0.2748299320766378,4.755501626180214e-06,4.0030387650324954e-05,879.5387691316298,32.597000122070305,-113.125,19.17799949645996,-210.8240051269531,718.1209716796875,133.60200500488278,-113.125,718.1209716796875,-0.9480000138282776,0.9449999928474426,0.6878559455395026,105.8742950439453,-19.796875,125.6711700439453,1.4908950089730344,-0.278774579972525,1.769669588945559,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,0.01408174673894365,0.013333333333333329,-0.1753793617847147,,318.159011554718,-60.09491147994995,378.253923034668,-4.962011833674414,0.9181160206597072,-5.8801278543341216
0.08688822215797838,-0.03337855405598589,0.2748616697683369,6.467005216254096e-06,5.7288323908333265e-05,882.701530048167,27.62400054931641,-112.63500213623051,17.08699989318848,-206.02099609375,724.0170288085938,138.9570007324219,-112.63500213623051,724.0170288085938,-0.9610000252723694,0.9459999799728394,0.6926259962855186,106.99185466766359,-19.71112537384033,126.7029800415039,2.268172710876763,-0.417865797471099,2.686038508347862,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,0.021199489605279998,0.01666666666666667,0.5263475817595584,,422.9070972442627,-80.6341365814209,503.5412338256836,-4.315912414730408,0.7991325665092581,-5.1150449812396666
0.0852141660362204,-0.019436374117191242,0.2748609883732695,-3.805563328906914e-07,6.340466758347763e-05,879.671048951956,32.61600112915039,-113.01599884033199,19.21500015258789,-205.5789947509766,719.52197265625,135.50199890136722,-113.01599884033199,719.52197265625,-0.9480000138282776,0.9459999799728394,0.6894690629395066,106.1385454177857,-19.7777997970581,125.91634521484372,1.5168577687017102,-0.2826504655015515,1.799508234203261,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,0.01429129976043114,0.02,1.249361501298039,,529.3401721000671,-100.3881367683411,629.7283088684082,-2.436378554805509,0.4508123777874461,-2.887190932592956
0.0884050025957307,0.014814981338048481,0.2748882087314498,-2.368367703894925e-05,4.895394279946785e-05,878.3027190520269,27.64299964904785,-112.5260009765625,17.12400054931641,-208.25799560546884,719.3309936523438,136.2910003662109,-112.5260009765625,719.3309936523438,-0.9610000252723694,0.9449999928474426,0.6908836549324594,106.1908737182617,-19.692050170898444,125.8829238891602,-0.3230770046354909,0.05991144400247635,-0.3829884486379673,2.996000051498413,261.6581583718364,1.425203724703515,81.65815837183627,-0.003042417802236532,0.02333333333333333,1.7815730709715119,,635.9053721427917,-120.1325993537903,756.037971496582,-0.5438633150162735,0.1005542463011208,-0.644417561317395
0.0857170054979975,-0.020943873608587186,0.2749021717836911,-1.2045299291052473e-05,6.580929189894946e-05,886.9062690410008,30.75,-117.4739990234375,16.86300086975098,-211.58099365234384,721.6599731445312,136.41400146484378,-117.4739990234375,721.6599731445312,-0.9580000042915344,0.944000005722046,0.6812286655436447,105.7325454711914,-20.557949829101556,126.290495300293,-1.9209717262221169,0.3735012733761995,-2.294472999598316,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,-0.01816821601770212,0.02666666666666667,2.014761941130161,,742.0700817108154,-139.8675243377685,881.937606048584,0.05302706701683579,-0.010815264448416791,0.06384233146525176
0.0832333846738463,0.03189454033969241,0.2749202411360578,-3.4239180576711714e-05,4.694477461195112e-05,878.4466897601295,29.57200050354004,-116.1330032348633,16.50099945068359,-207.7610015869141,716.0640258789062,133.63800048828122,-116.1330032348633,716.0640258789062,-0.959999978542328,0.9449999928474426,0.6829452824369585,104.9879289627075,-20.32327556610107,125.31120452880859,-1.98737934300307,0.3847114467471316,-2.3720907897502013,2.99399995803833,261.5435614579419,1.423203631243432,81.5435614579418,-0.01892959850373848,0.03,1.9318845763906205,,848.031791305542,-159.9925243377685,1008.024315643311,-1.068997298411968,0.2058910942409211,-1.27488839265289
0.08350962546225893,0.026897722691131783,0.27493991609005297,-2.512907004223464e-05,5.305875147090799e-05,878.3866999334659,33.10499954223633,-112.1070022583008,14.173999786376948,-208.66900634765616,719.5679931640625,131.33500671386722,-112.1070022583008,719.5679931640625,-0.9520000219345092,0.9459999799728394,0.6915644225393831,106.3056734085083,-19.61872539520264,125.9243988037109,-0.5009691847869628,0.09245392604800833,-0.5934231108349712,2.993000030517578,261.4862698311838,1.42220370372268,81.48626983118372,-0.004712534794468149,0.03333333333333333,1.6144106687479032,,953.3920285224916,-180.43313703536992,1133.825165557862,-3.0231728330245606,0.5849974543025867,-3.608170287327149
