alphaGait,DeplacementRider,DistanceAligne,DistanceEngage,DistanceFWGait,DistanceFWRButte,ForcePied,ForcePiedAr,ForcePiedAr.1,ForcePiedAr.2,ForcePiedAv,ForcePiedAv.1,ForcePiedAv.2,ForceUPiedAr,ForceUPiedAv,IndiceEfficacitePiedAr,IndiceEfficacitePiedAv,IndiceEfficaciteTotal,Moment,MomentPAr,MomentPAv,Puissance,PuissancePAr,PuissancePAv,ThetaM,ThetaMDeg,ThetaMr,ThetaMrDeg,ThetaMrv,Time,VitesseRider,Impulsion,ImpulsionPAr,ImpulsionPAv,Travail,TravailPAr,TravailPAv
0.0931802010228728,0.008365941996771653,0.2794611516345026,0.4639756866022211,1.907548898635869e-05,-2.177865171881788e-05,904.9744278350447,47.60499954223633,-129.6260070800781,24.17099952697754,-151.5559997558594,731.051025390625,165.8000030517578,-129.6260070800781,731.051025390625,-0.9250000119209292,0.9559999704360962,0.6645768099208348,105.2493782043457,-22.684551239013672,127.93392944335942,-5.7521822023790525,1.239776178560098,-6.991958380939151,2.95799994468689,259.4809126304897,1.3872036178919929,79.48091263048973,-0.054652885371075266,0.003333333333333334,-0.4918393213554727,0.0,0.0,0.0,0.0,0.0,0.0
0.08969944459584661,0.02084714464371018,0.2794650643191906,0.4640755510027187,-4.402272459347323e-06,-2.248080366215599e-05,908.0087669701944,47.60499954223633,-129.6260070800781,24.17099952697754,-154.77099609375,733.5260009765625,165.9230041503906,-129.6260070800781,733.5260009765625,-0.9250000119209292,0.9549999833106996,0.6650816774727325,105.68249893188481,-22.684551239013672,128.3670501708984,-1.08731752509396,0.2333906783087039,-1.320708203402664,2.95799994468689,259.4809126304897,1.3872036178919929,79.48091263048973,-0.01028852966274733,0.006666666666666667,-0.7199654671271252,106.18282680511473,-21.87902545928955,128.0618522644043,-7.120490032583379,1.4549090903534592,-8.575399122936838
0.09343234566333884,0.008246834895601296,0.2794788735051915,0.4640842288295218,-7.891509287316634e-06,-1.23519631194946e-05,905.7480483352092,46.887001037597656,-127.24600219726558,25.19300079345703,-154.77099609375,733.5260009765625,165.9230041503906,-127.24600219726558,733.5260009765625,-0.9229999780654908,0.9549999833106996,0.6693693681081145,106.098999786377,-22.26805038452148,128.3670501708984,3.6429590076514082,-0.7645839724640259,4.4075429801154336,2.95799994468689,259.4809126304897,1.3872036178919929,79.48091263048973,0.03433546984407257,0.01,-0.7733760961100583,211.64876537323002,-44.56357669830322,256.2123420715332,-10.540239896319893,2.19149251878786,-12.731732415107741
0.0925949649937254,-0.024924431111571718,0.2794786875827151,0.4640250046076179,1.961188457053065e-05,-3.139527021839283e-05,902.514740142399,43.80400085449219,-130.4530029296875,22.4419994354248,-158.6390075683594,726.301025390625,172.1060028076172,-130.4530029296875,726.301025390625,-0.9359999895095824,0.9520000219345092,0.6602086325669589,104.2734039306641,-22.829275512695308,127.1026794433594,6.312178675939556,-1.3819676029201509,7.694146278859707,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.060534886538630685,0.013333333333333329,-0.5479171914633698,317.5395147323609,-67.0398775100708,384.5793922424317,-9.262419155041162,1.925895871710199,-11.188315026751358
0.09203734746683666,-0.01850151126888022,0.2795124118470192,0.4640672191644198,5.36475128598557e-07,-4.052908195764648e-05,901.611608216906,46.887001037597656,-127.24600219726558,25.19300079345703,-154.1730041503906,729.9559936523438,163.1100006103516,-127.24600219726558,729.9559936523438,-0.9229999780654908,0.9559999704360962,0.6684807360089807,105.47424850463871,-22.26805038452148,127.7422988891602,6.678569214450915,-1.4100002405550818,8.088569455005999,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.06331942923639032,0.01666666666666667,-0.1848860159007567,422.72571659088135,-89.58854045867918,512.3142570495605,-4.2848503132456806,0.8526200840181106,-5.137470397263788
0.08767021012806626,0.001262627580899789,0.2795246053965991,0.464080826854363,-1.988570473598905e-05,-3.3541980398038567e-05,898.7614810920979,44.999000549316406,-123.5179977416992,25.85300064086914,-151.5559997558594,731.051025390625,165.8000030517578,-123.5179977416992,731.051025390625,-0.9219999909400941,0.9559999704360962,0.6759669171744028,106.31827983856199,-21.61564960479736,127.93392944335942,5.367261057479407,-1.091221890836775,6.458482948316183,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.05048295613538212,0.02,0.03788138634378209,527.5995428085328,-112.1372034072876,639.7367462158203,2.210523631949556,-0.543363837719506,2.7538874696690665
0.09008606226003296,0.02770375594008101,0.2795107944120372,0.4640150264226809,-3.213217904601828e-05,-4.305829762091262e-05,908.1178705044102,44.54199981689453,-132.7250061035156,21.45700073242188,-150.02099609375,734.9180297851562,157.7530059814453,-132.7250061035156,734.9180297851562,-0.9369999766349792,0.9589999914169312,0.6631220937730861,105.38377914428708,-23.22687606811524,128.6106552124023,3.4430188632926564,-0.7588508695288783,4.201869732821535,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.03267124116491038,0.02333333333333333,0.0343569063850022,633.4958069801331,-134.079053401947,767.5748603820799,8.233438767914716,-1.7939749034154349,10.02741367133016
0.09374827601782257,-0.01203023234251077,0.2795543008469026,0.4639526816232156,-2.632911121192016e-05,-3.9477231697532256e-05,900.2521040522528,50.44400024414062,-123.24099731445308,22.86599922180176,-153.3090057373047,731.02001953125,165.9589996337891,-123.24099731445308,731.02001953125,-0.9120000004768372,0.9549999833106996,0.6751209127765836,106.3613288879395,-21.567174530029305,127.92850341796878,1.877036720721952,-0.3806118161398283,2.257648536861781,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.0176477366383751,0.02666666666666667,-0.0380304366454871,739.3468364715578,-156.50031623840331,895.8471527099609,12.63857872830075,-2.719011283598261,15.35759001189902
0.09308233617438044,-0.023027194212232868,0.2795524367492346,0.4639914192991073,-3.444474806818532e-05,-4.5367560602832535e-05,908.3690089993326,45.73099899291992,-133.9629974365234,21.85600090026855,-153.3090057373047,731.02001953125,165.9589996337891,-133.9629974365234,731.02001953125,-0.9350000023841858,0.9549999833106996,0.6572846675520667,104.48497886657721,-23.4435245513916,127.92850341796878,0.9285609200072628,-0.2083432562440462,1.136904176251309,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,0.008887027877882767,0.03,-0.07224642735323805,845.219390487671,-178.8973415374756,1024.116732025147,15.29860652030805,-3.288742626432616,18.58734914674067
0.09491686809901016,0.02378363063883171,0.2795443674278132,0.4638430461132276,-4.95440771755562e-05,-6.326624793392965e-05,910.6758942708876,46.44900131225586,-136.343994140625,20.83399963378906,-153.3090057373047,731.02001953125,165.9589996337891,-136.343994140625,731.02001953125,-0.9369999766349792,0.9549999833106996,0.6530051241410525,104.06830444335941,-23.86019897460938,127.92850341796878,0.2698678169757767,-0.06187378418748107,0.3317416011632577,2.95799994468689,259.4809126304897,1.3872036178919929,79.48091263048973,0.002593179723828939,0.03333333333333333,-0.1061948191033585,950.6425443649292,-201.4026910781861,1152.045235443115,16.70140534067266,-3.5832201626245515,20.28462550329722
0.1010907774729039,0.004096116139862715,0.2795271251480568,0.4638995878273863,-4.842933800830451e-05,-7.734995839497882e-05,902.9227275176809,41.93600082397461,-126.6169967651367,23.13800048828125,-151.3820037841797,734.635986328125,162.8679962158203,-126.6169967651367,734.635986328125,-0.9350000023841858,0.9570000171661376,0.6733898383913282,106.4033231735229,-22.157974433898925,128.56129760742192,-0.8927346914336834,0.1859076566319546,-1.078642348065638,2.961999893188477,259.7100927979003,1.3912035663935802,79.71009279790034,-0.008390101594644823,0.03666666666666667,-0.09686197163253564,1054.919186019898,-225.05455284118648,1279.973738861084,17.30061970916418,-3.718328682840315,21.0189483920045
0.09886001611863128,-0.02086776388583189,0.2795162922914755,0.4638240565843739,-5.792374649007948e-05,-5.196147388994432e-05,901.1764743945616,43.81499862670898,-127.46900177001949,18.39399909973145,-153.3090057373047,731.02001953125,165.9589996337891,-127.46900177001949,731.02001953125,-0.9369999766349792,0.9549999833106996,0.6697367662274082,105.6214281082153,-22.307075309753426,127.92850341796878,-2.30790264705757,0.487425317737094,-2.7953279647946636,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,-0.021850704808620745,0.04,0.07243292561220642,1160.154999828339,-248.06363954544068,1408.2186393737802,16.98918627193523,-3.656311746618079,20.645498018553308
0.10002621571718101,-0.023110413292044996,0.2795376141473136,0.4637947962239465,-6.573381689742308e-05,-6.16687395661175e-05,901.1764743945616,43.81499862670898,-127.46900177001949,18.39399909973145,-153.3090057373047,731.02001953125,165.9589996337891,-127.46900177001949,731.02001953125,-0.9369999766349792,0.9549999833106996,0.6697367662274082,105.6214281082153,-22.307075309753426,127.92850341796878,-2.817327709435369,0.5950150695012392,-3.412342778936609,2.960000038146973,259.5955095443842,1.3892037113520759,79.5955095443842,-0.026673827081270408,0.04333333333333333,0.3337474630770558,1266.167375469208,-270.2961644172668,1536.463539886475,15.3888676026896,-3.3196452594335537,18.70851286212316
0.09906776782057043,0.01818582697177362,0.2795075367954831,0.463768841896543,-6.108192581177896e-05,-6.836818334246542e-05,907.790206150356,39.5629997253418,-129.3289947509766,15.2810001373291,-151.9889984130859,738.2050170898438,165.6799926757812,-129.3289947509766,738.2050170898438,-0.9499999880790708,0.9570000171661376,0.6707232774860097,106.55330390930179,-22.6325740814209,129.1858779907226,-2.073080139158584,0.4403349131826696,-2.513415052341253,2.95799994468689,259.4809126304897,1.3872036178919929,79.48091263048973,-0.019455803462679968,0.04666666666666667,0.4791156328238749,1371.7888035774229,-292.6032397270203,1664.3920433044439,12.82625242444313,-2.7784250658143885,15.60467749025752
